data_broker,model,prompting_strategy,combined_prompting_strategy,pattern_name,status,task_completion,classification_accuracy,explanation_accuracy,is_correct_classification,model_found,actual_found,verification
stackadapt.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Incorrect,Incorrect,False,True,False,
unearthcampaigns.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
unearthcampaigns.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,not found,,Correct,Incorrect,True,False,False,
unearthcampaigns.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,Incomplete,Incorrect,Incorrect,False,True,False,
usmarketinggrp.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,Complete,Correct,Correct,True,True,True,
usmarketinggrp.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,
usmarketinggrp.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Incorrect,Incorrect,False,True,False,
spyfly.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
spyfly.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,
spyfly.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,not found,,Incorrect,Incorrect,False,False,True,
unmask.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,Complete,Incorrect,Incorrect,False,True,False,
unmask.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Correct,Incorrect,True,True,True,
unmask.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
steppingblocks.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
steppingblocks.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,Complete,Incorrect,Incorrect,False,True,False,
steppingblocks.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Incorrect,Incorrect,False,True,False,
veeva.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
veeva.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Incorrect,Incorrect,False,True,False,
veeva.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
usadata.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Incorrect,Incorrect,False,False,True,
usadata.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Incorrect,Incorrect,False,True,False,
usadata.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Incorrect,Incorrect,False,True,False,
start.io,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
start.io,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,
start.io,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,
statara.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,Complete,Incorrect,Incorrect,False,True,False,
statara.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,
statara.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,
statsocial.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
statsocial.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,Complete,Correct,Incorrect,True,True,True,
statsocial.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Incorrect,True,True,True,
venntel.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,Complete,Incorrect,Incorrect,False,True,False,
venntel.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,
venntel.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,
venpath.net,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
venpath.net,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,Complete,Correct,Incorrect,True,True,True,
venpath.net,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,
uspeoplesearch.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
uspeoplesearch.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Incorrect,Incorrect,False,True,False,
uspeoplesearch.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Incorrect,Incorrect,False,True,False,
upscapital.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,Complete,Incorrect,Incorrect,False,True,False,
upscapital.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Incorrect,Incorrect,False,True,False,
upscapital.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
t-mobile.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
t-mobile.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,
t-mobile.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
ventiveiq.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
ventiveiq.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Incorrect,Incorrect,False,True,False,
ventiveiq.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,
unacast.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,Complete,Incorrect,Incorrect,False,True,False,
unacast.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,
unacast.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
usdatacorporation.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,Complete,Correct,Incorrect,True,True,True,
usdatacorporation.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Correct,Incorrect,True,True,True,
usdatacorporation.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,not found,,Incorrect,Incorrect,False,False,True,
veraset.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
veraset.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Correct,Correct,True,True,True,
veraset.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,
stirista.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,Complete,Correct,Correct,True,True,True,
stirista.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Correct,Incorrect,True,True,True,
stirista.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Incorrect,True,True,True,
vendelux.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
vendelux.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Correct,Incorrect,True,True,True,
vendelux.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,not found,,Incorrect,Incorrect,False,False,True,
uplead.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,Complete,Incorrect,Incorrect,False,True,False,
uplead.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,
uplead.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,
trueblueanalytics.org,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
trueblueanalytics.org,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Incorrect,Incorrect,False,True,False,
trueblueanalytics.org,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Incorrect,True,True,True,
transunion.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,,Correct,Correct,True,True,True,
transunion.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,
transunion.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,not found,,Incorrect,Incorrect,False,False,True,
trueopulence.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,,Incorrect,Incorrect,False,True,False,
trueopulence.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Correct,Incorrect,True,True,True,
trueopulence.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Incorrect,True,True,True,
thomsonreuters.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Incorrect,Incorrect,False,False,True,
thomsonreuters.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,Incomplete,Incorrect,Incorrect,False,True,False,
thomsonreuters.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Incorrect,Incorrect,False,True,False,
truedata.co,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,,Incorrect,Incorrect,False,True,False,
truedata.co,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,
truedata.co,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,
thinkdatagroup.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
thinkdatagroup.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Correct,Incorrect,True,True,True,
thinkdatagroup.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,
thedatatrust.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,,Incorrect,Incorrect,False,True,False,
thedatatrust.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,
thedatatrust.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Partial,True,True,True,
thedatagroup.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
thedatagroup.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Correct,Incorrect,True,True,True,
thedatagroup.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,
truepeoplesearch.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,,Incorrect,Incorrect,False,True,False,
truepeoplesearch.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Incorrect,Incorrect,False,True,False,
truepeoplesearch.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
throtle.io,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Incorrect,Incorrect,False,False,True,
throtle.io,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Correct,Partial,True,True,True,
throtle.io,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
triplelift.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
triplelift.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Correct,Incorrect,True,True,True,
triplelift.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Incorrect,Incorrect,False,True,False,
tunnldata.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
tunnldata.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,
tunnldata.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
terminus.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Incorrect,Incorrect,False,False,True,
terminus.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,
terminus.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
truthfinder.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
truthfinder.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Correct,Correct,True,True,True,
truthfinder.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
theswarm.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,,Correct,Incorrect,True,True,True,
theswarm.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Correct,Incorrect,True,True,True,
theswarm.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Incorrect,True,True,True,
trestleiq.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,,Correct,Incorrect,True,True,True,
trestleiq.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Correct,Incorrect,True,True,True,
trestleiq.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Incorrect,Incorrect,False,True,False,
thebridgecorp.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,,Correct,Incorrect,True,True,True,
thebridgecorp.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Correct,Incorrect,True,True,True,
thebridgecorp.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,
theworknumber.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
theworknumber.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Correct,Incorrect,True,True,True,
theworknumber.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Incorrect,True,True,True,
trueblueanalytics.org,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Correct,Correct,True,False,False,
trueblueanalytics.org,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,found,,Incorrect,Incorrect,False,True,False,
trueblueanalytics.org,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,
transunion.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Incorrect,Incorrect,False,False,True,
transunion.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,not found,,Correct,Correct,True,False,False,
transunion.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,found,,Correct,Partial,True,True,True,
trueopulence.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Correct,Correct,True,False,False,
trueopulence.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,
trueopulence.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,not found,,Incorrect,Incorrect,False,False,True,
techtarget.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Incorrect,Incorrect,False,False,True,
techtarget.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,found,,Incorrect,Incorrect,False,True,False,
techtarget.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
thomsonreuters.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Incorrect,Incorrect,False,False,True,
thomsonreuters.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,found,,Incorrect,Incorrect,False,True,False,
thomsonreuters.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,found,,Incorrect,Incorrect,False,True,False,
truedata.co,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,found,,Incorrect,Incorrect,False,True,False,
truedata.co,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,not found,,Correct,Correct,True,False,False,
truedata.co,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,not found,,Incorrect,Incorrect,False,False,True,
targetsmart.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Correct,Correct,True,False,False,
targetsmart.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,found,Complete,Incorrect,Incorrect,False,True,False,
targetsmart.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,found,,Incorrect,Incorrect,False,True,False,
thinkdatagroup.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Correct,Correct,True,False,False,
thinkdatagroup.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,found,,Correct,Incorrect,True,True,True,
thinkdatagroup.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,
thedatatrust.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Correct,Correct,True,False,False,
thedatatrust.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,
thedatatrust.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,not found,,Incorrect,Incorrect,False,False,True,
thedatagroup.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Correct,Correct,True,False,False,
thedatagroup.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,found,,Incorrect,Incorrect,False,True,False,
thedatagroup.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,
truepeoplesearch.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,found,,Incorrect,Incorrect,False,True,False,
truepeoplesearch.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,found,,Incorrect,Incorrect,False,True,False,
truepeoplesearch.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,found,,Incorrect,Incorrect,False,True,False,
teamdms.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Correct,Correct,True,False,False,
teamdms.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,
teamdms.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,found,Complete,Correct,Correct,True,True,True,
throtle.io,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Incorrect,Incorrect,False,False,True,
throtle.io,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,
throtle.io,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
triplelift.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Correct,Correct,True,False,False,
triplelift.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,found,,Correct,Incorrect,True,True,True,
triplelift.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
tunnldata.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Correct,Correct,True,False,False,
tunnldata.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,not found,,Correct,Correct,True,False,False,
tunnldata.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
terminus.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,found,,Correct,Partial,True,True,True,
terminus.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,found,,Correct,Incorrect,True,True,True,
terminus.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
telesign.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Correct,Correct,True,False,False,
telesign.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,found,,Incorrect,Incorrect,False,True,False,
telesign.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
taboola.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Correct,Correct,True,False,False,
taboola.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,not found,,Correct,Correct,True,False,False,
taboola.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
truthfinder.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Correct,Correct,True,False,False,
truthfinder.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,found,,Correct,Correct,True,True,True,
truthfinder.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
theswarm.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Incorrect,Incorrect,False,False,True,
theswarm.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,found,,Correct,Incorrect,True,True,True,
theswarm.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,
trestleiq.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,found,,Correct,Incorrect,True,True,True,
trestleiq.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,found,,Correct,Incorrect,True,True,True,
trestleiq.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,found,,Incorrect,Incorrect,False,True,False,
thebridgecorp.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Incorrect,Incorrect,False,False,True,
thebridgecorp.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,
thebridgecorp.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,
theworknumber.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Correct,Correct,True,False,False,
theworknumber.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,found,,Correct,Incorrect,True,True,True,
theworknumber.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,
tapad.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Visual Prominence,not found,,Correct,Correct,True,False,False,
tapad.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Hidden Information,not found,,Incorrect,Incorrect,False,False,True,
tapad.com,gpt-5,interface_interference_baseline_zero_shot,Zero shot,Feedforward Ambiguity,not found,,Incorrect,Incorrect,False,False,True,
techtarget.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,,Correct,Partial,True,True,True,
techtarget.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,
techtarget.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
targetsmart.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,not found,,Correct,Correct,True,False,False,
targetsmart.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,not found,,Correct,Correct,True,False,False,
targetsmart.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,not found,,Correct,Correct,True,False,False,
teamdms.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,,Incorrect,Incorrect,False,True,False,
teamdms.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Hidden Information,found,,Correct,Correct,True,True,True,
teamdms.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Feedforward Ambiguity,found,,Correct,Correct,True,True,True,
telesign.com,gpt-5,interface_interference_zero_shot_regulator_role,Zero shot + Role,Visual Prominence,found,,Incorrect,Incorrect,False,True,False,
