data_broker,prompting_strategy,file_path,task_completion,incomplete_bool,group_incomplete,blocked_bool,group_blocked
targetsmart.com,sneaking_baseline_zero_shot,../browser_history_output/targetsmart.com/sneaking_baseline_zero_shot/gpt-5/20251221-132330,,False,False,False,False
thinkdatagroup.com,sneaking_baseline_zero_shot,../browser_history_output/thinkdatagroup.com/sneaking_baseline_zero_shot/gpt-5/20251221-153251,,False,False,False,False
stackadapt.com,sneaking_zero_shot_regulator_role,../browser_history_output/stackadapt.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-133159,,False,False,False,False
thedatagroup.com,sneaking_baseline_zero_shot,../browser_history_output/thedatagroup.com/sneaking_baseline_zero_shot/gpt-5/20251221-142654,,False,False,False,False
trueblueanalytics.org,sneaking_baseline_zero_shot,../browser_history_output/trueblueanalytics.org/sneaking_baseline_zero_shot/gpt-5/20251221-170239,,False,False,False,False
thomsonreuters.com,sneaking_baseline_zero_shot,../browser_history_output/thomsonreuters.com/sneaking_baseline_zero_shot/gpt-5/20251221-155255,,False,False,False,False
transunion.com,sneaking_baseline_zero_shot,../browser_history_output/transunion.com/sneaking_baseline_zero_shot/gpt-5/20251221-162747,,False,False,False,False
stirista.com,sneaking_zero_shot_regulator_role,../browser_history_output/stirista.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-150847,,False,False,False,False
unmask.com,sneaking_zero_shot_regulator_role,../browser_history_output/unmask.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-174253,,False,False,False,False
steppingblocks.com,sneaking_zero_shot_regulator_role,../browser_history_output/steppingblocks.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-143740,,False,False,False,False
theworknumber.com,sneaking_baseline_zero_shot,../browser_history_output/theworknumber.com/sneaking_baseline_zero_shot/gpt-5/20251221-151252,,False,False,False,False
t-mobile.com,sneaking_zero_shot_regulator_role,../browser_history_output/t-mobile.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-155325,,False,False,False,False
spyfly.com,sneaking_zero_shot_regulator_role,../browser_history_output/spyfly.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-132628,,False,False,False,False
throtle.io,sneaking_baseline_zero_shot,../browser_history_output/throtle.io/sneaking_baseline_zero_shot/gpt-5/20251221-161625,,False,False,False,False
swoop.com,sneaking_zero_shot_regulator_role,../browser_history_output/swoop.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-152954,,False,False,False,False
unearthcampaigns.com,sneaking_zero_shot_regulator_role,../browser_history_output/unearthcampaigns.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-173828,,False,False,False,False
venntel.com,sneaking_zero_shot_regulator_role,../browser_history_output/venntel.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-195629,,False,False,False,False
thebridgecorp.com,sneaking_baseline_zero_shot,../browser_history_output/thebridgecorp.com/sneaking_baseline_zero_shot/gpt-5/20251221-141759,,False,False,False,False
unacast.com,sneaking_zero_shot_regulator_role,../browser_history_output/unacast.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-172241,,False,False,False,False
theswarm.com,sneaking_baseline_zero_shot,../browser_history_output/theswarm.com/sneaking_baseline_zero_shot/gpt-5/20251221-144713,,False,False,False,False
usadata.com,sneaking_zero_shot_regulator_role,../browser_history_output/usadata.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-184405,,False,False,False,False
upscapital.com,sneaking_zero_shot_regulator_role,../browser_history_output/upscapital.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-183612,,False,False,False,False
veraset.com,sneaking_zero_shot_regulator_role,../browser_history_output/veraset.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-203900,,False,False,False,False
tapad.com,sneaking_baseline_zero_shot,../browser_history_output/tapad.com/sneaking_baseline_zero_shot/gpt-5/20251221-131341,,False,False,False,False
teamdms.com,sneaking_baseline_zero_shot,../browser_history_output/teamdms.com/sneaking_baseline_zero_shot/gpt-5/20251221-132906,,False,False,False,False
trueopulence.com,sneaking_baseline_zero_shot,../browser_history_output/trueopulence.com/sneaking_baseline_zero_shot/gpt-5/20251221-173333,,False,False,False,False
usdatacorporation.com,sneaking_zero_shot_regulator_role,../browser_history_output/usdatacorporation.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-184837,,False,False,True,True
techtarget.com,sneaking_baseline_zero_shot,../browser_history_output/techtarget.com/sneaking_baseline_zero_shot/gpt-5/20251221-134939,,False,False,False,False
triplelift.com,sneaking_baseline_zero_shot,../browser_history_output/triplelift.com/sneaking_baseline_zero_shot/gpt-5/20251221-165208,,False,False,False,False
uplead.com,sneaking_zero_shot_regulator_role,../browser_history_output/uplead.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-180531,,False,False,False,False
statara.com,sneaking_zero_shot_regulator_role,../browser_history_output/statara.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-140108,,False,False,False,False
veeva.com,sneaking_zero_shot_regulator_role,../browser_history_output/veeva.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-192240,,False,False,False,False
usmarketinggrp.com,sneaking_zero_shot_regulator_role,../browser_history_output/usmarketinggrp.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-185917,,False,False,False,False
trestleiq.com,sneaking_baseline_zero_shot,../browser_history_output/trestleiq.com/sneaking_baseline_zero_shot/gpt-5/20251221-163949,,False,False,False,False
ventiveiq.com,sneaking_zero_shot_regulator_role,../browser_history_output/ventiveiq.com/sneaking_zero_shot_regulator_role/gpt-5/20251212-202520,,False,False,False,False
taboola.com,sneaking_baseline_zero_shot,../browser_history_output/taboola.com/sneaking_baseline_zero_shot/gpt-5/20251221-125444,,False,False,True,True
thedatatrust.com,sneaking_baseline_zero_shot,../browser_history_output/thedatatrust.com/sneaking_baseline_zero_shot/gpt-5/20251221-143700,,False,False,False,False
truedata.co,sneaking_baseline_zero_shot,../browser_history_output/truedata.co/sneaking_baseline_zero_shot/gpt-5/20251221-172102,,False,False,False,False
stackadapt.com,sneaking_baseline_zero_shot,../browser_history_output/stackadapt.com/sneaking_baseline_zero_shot/gpt-5/20251211-231211,,False,False,False,False
trueblueanalytics.org,sneaking_zero_shot_regulator_role,../browser_history_output/trueblueanalytics.org/sneaking_zero_shot_regulator_role/gpt-5/20251228-135056,,False,False,False,False
transunion.com,sneaking_zero_shot_regulator_role,../browser_history_output/transunion.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-125845,,False,False,False,False
trueopulence.com,sneaking_zero_shot_regulator_role,../browser_history_output/trueopulence.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-140627,,False,False,False,False
techtarget.com,sneaking_zero_shot_regulator_role,../browser_history_output/techtarget.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-090801,,False,False,False,False
thomsonreuters.com,sneaking_zero_shot_regulator_role,../browser_history_output/thomsonreuters.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-122619,,False,False,False,False
usmarketinggrp.com,sneaking_baseline_zero_shot,../browser_history_output/usmarketinggrp.com/sneaking_baseline_zero_shot/gpt-5/20251212-071851,,False,False,False,False
spyfly.com,sneaking_baseline_zero_shot,../browser_history_output/spyfly.com/sneaking_baseline_zero_shot/gpt-5/20251211-225428,,False,False,False,False
unmask.com,sneaking_baseline_zero_shot,../browser_history_output/unmask.com/sneaking_baseline_zero_shot/gpt-5/20251212-061745,,False,False,False,False
steppingblocks.com,sneaking_baseline_zero_shot,../browser_history_output/steppingblocks.com/sneaking_baseline_zero_shot/gpt-5/20251212-005003,,False,False,False,False
truedata.co,sneaking_zero_shot_regulator_role,../browser_history_output/truedata.co/sneaking_zero_shot_regulator_role/gpt-5/20251228-135644,,False,False,False,False
veeva.com,sneaking_baseline_zero_shot,../browser_history_output/veeva.com/sneaking_baseline_zero_shot/gpt-5/20251212-074414,,False,False,False,False
targetsmart.com,sneaking_zero_shot_regulator_role,../browser_history_output/targetsmart.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-084749,,False,False,False,False
thinkdatagroup.com,sneaking_zero_shot_regulator_role,../browser_history_output/thinkdatagroup.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-121533,,False,False,False,False
thedatatrust.com,sneaking_zero_shot_regulator_role,../browser_history_output/thedatatrust.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-110947,,False,False,False,False
thedatagroup.com,sneaking_zero_shot_regulator_role,../browser_history_output/thedatagroup.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-102554,,False,False,False,False
usadata.com,sneaking_baseline_zero_shot,../browser_history_output/usadata.com/sneaking_baseline_zero_shot/gpt-5/20251212-070505,,False,False,False,False
truepeoplesearch.com,sneaking_zero_shot_regulator_role,../browser_history_output/truepeoplesearch.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-141516,,False,False,False,False
teamdms.com,sneaking_zero_shot_regulator_role,../browser_history_output/teamdms.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-085458,,False,False,False,False
start.io,sneaking_baseline_zero_shot,../browser_history_output/start.io/sneaking_baseline_zero_shot/gpt-5/20251211-232638,,False,False,False,False
throtle.io,sneaking_zero_shot_regulator_role,../browser_history_output/throtle.io/sneaking_zero_shot_regulator_role/gpt-5/20251228-123955,,False,False,False,False
statara.com,sneaking_baseline_zero_shot,../browser_history_output/statara.com/sneaking_baseline_zero_shot/gpt-5/20251211-233239,,False,False,False,False
triplelift.com,sneaking_zero_shot_regulator_role,../browser_history_output/triplelift.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-133046,,False,False,False,False
statsocial.com,sneaking_baseline_zero_shot,../browser_history_output/statsocial.com/sneaking_baseline_zero_shot/gpt-5/20251212-003506,,False,False,False,False
tunnldata.com,sneaking_zero_shot_regulator_role,../browser_history_output/tunnldata.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-145122,,False,False,False,False
terminus.com,sneaking_zero_shot_regulator_role,../browser_history_output/terminus.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-094655,,False,False,False,False
telesign.com,sneaking_zero_shot_regulator_role,../browser_history_output/telesign.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-091607,,False,False,False,False
venntel.com,sneaking_baseline_zero_shot,../browser_history_output/venntel.com/sneaking_baseline_zero_shot/gpt-5/20251212-083209,,False,False,False,False
taboola.com,sneaking_zero_shot_regulator_role,../browser_history_output/taboola.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-080025,Incomplete,True,True,False,False
truthfinder.com,sneaking_zero_shot_regulator_role,../browser_history_output/truthfinder.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-143151,,False,False,False,False
theswarm.com,sneaking_zero_shot_regulator_role,../browser_history_output/theswarm.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-113255,,False,False,False,False
venpath.net,sneaking_baseline_zero_shot,../browser_history_output/venpath.net/sneaking_baseline_zero_shot/gpt-5/20251212-084759,,False,False,False,False
uspeoplesearch.com,sneaking_baseline_zero_shot,../browser_history_output/uspeoplesearch.com/sneaking_baseline_zero_shot/gpt-5/20251212-072941,,False,False,False,False
trestleiq.com,sneaking_zero_shot_regulator_role,../browser_history_output/trestleiq.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-131434,,False,False,False,False
upscapital.com,sneaking_baseline_zero_shot,../browser_history_output/upscapital.com/sneaking_baseline_zero_shot/gpt-5/20251212-063806,,False,False,False,False
t-mobile.com,sneaking_baseline_zero_shot,../browser_history_output/t-mobile.com/sneaking_baseline_zero_shot/gpt-5/20251212-015804,,False,False,False,False
ventiveiq.com,sneaking_baseline_zero_shot,../browser_history_output/ventiveiq.com/sneaking_baseline_zero_shot/gpt-5/20251212-091844,,False,False,False,False
unacast.com,sneaking_baseline_zero_shot,../browser_history_output/unacast.com/sneaking_baseline_zero_shot/gpt-5/20251212-021023,,False,False,False,False
veraset.com,sneaking_baseline_zero_shot,../browser_history_output/veraset.com/sneaking_baseline_zero_shot/gpt-5/20251212-093433,,False,False,False,False
thebridgecorp.com,sneaking_zero_shot_regulator_role,../browser_history_output/thebridgecorp.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-100945,,False,False,False,False
stirista.com,sneaking_baseline_zero_shot,../browser_history_output/stirista.com/sneaking_baseline_zero_shot/gpt-5/20251212-012535,,False,False,False,False
theworknumber.com,sneaking_zero_shot_regulator_role,../browser_history_output/theworknumber.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-115036,,False,False,False,False
vendelux.com,sneaking_baseline_zero_shot,../browser_history_output/vendelux.com/sneaking_baseline_zero_shot/gpt-5/20251212-081145,,False,False,False,False
uplead.com,sneaking_baseline_zero_shot,../browser_history_output/uplead.com/sneaking_baseline_zero_shot/gpt-5/20251212-062250,,False,False,False,False
tapad.com,sneaking_zero_shot_regulator_role,../browser_history_output/tapad.com/sneaking_zero_shot_regulator_role/gpt-5/20251228-082842,,False,False,False,False
veraset.com,interface_interference_few_shot_regulator_role_with_CoT,../browser_history_output/veraset.com/interface_interference_few_shot_regulator_role_with_CoT_only2/gpt-5/20260114-020543,,False,False,False,False
veeva.com,interface_interference_few_shot_regulator_role_with_CoT,../browser_history_output/veeva.com/interface_interference_few_shot_regulator_role_with_CoT_only2/gpt-5/20260114-004413,,False,False,False,False
visitiq.io,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/visitiq.io/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260116-001348,,False,False,False,False
wunderkind.co,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/wunderkind.co/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260116-031803,,False,False,False,False
webbula.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/webbula.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260116-014743,,False,False,False,False
videoamp.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/videoamp.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260115-235826,,False,False,False,False
viantinc.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/viantinc.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260115-234835,,False,False,False,False
warmly.ai,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/warmly.ai/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260116-011828,Incomplete,True,True,False,False
winrdata.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/winrdata.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260116-031018,,False,False,False,False
weinform.org,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/weinform.org/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260116-020124,,False,False,False,False
windfall.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/windfall.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260116-024957,,False,False,False,True
vistarmedia.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/vistarmedia.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260116-003851,,False,False,False,False
wealthfeed.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/wealthfeed.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260116-014349,,False,False,False,False
vrtcal.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/vrtcal.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260116-011223,,False,False,False,False
versium.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/versium.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260115-231552,,False,False,False,False
uspeoplesearch.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/uspeoplesearch.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-095404,,False,False,False,False
sterling.ai,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/sterling.ai/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-070434,,False,False,False,False
start.io,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/start.io/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-061932,,False,False,False,False
vendelux.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/vendelux.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-104002,,False,False,False,False
statsocial.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/statsocial.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-063902,,False,False,False,False
venpath.net,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/venpath.net/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-110636,,False,False,False,False
stackadapt.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/stackadapt.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-060406,,False,False,False,False
stirista.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/stirista.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-072338,,False,False,False,False
unmask.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/unmask.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-085652,,False,False,False,False
steppingblocks.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/steppingblocks.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-065058,,False,False,False,False
t-mobile.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/t-mobile.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-080439,,False,False,False,False
spyfly.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/spyfly.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-060037,,False,False,True,True
swoop.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/swoop.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-074224,,False,False,False,False
unearthcampaigns.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/unearthcampaigns.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-084311,,False,False,False,False
venntel.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/venntel.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-105602,,False,False,False,False
unacast.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/unacast.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-082501,,False,False,False,False
usadata.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/usadata.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-093322,,False,False,False,False
upscapital.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/upscapital.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-091714,,False,False,False,False
veraset.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/veraset.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-112944,,False,False,False,False
usdatacorporation.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/usdatacorporation.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-094230,,False,False,False,False
uplead.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/uplead.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-090528,,False,False,False,False
statara.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/statara.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-063113,,False,False,False,False
veeva.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/veeva.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-101506,,False,False,False,False
usmarketinggrp.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/usmarketinggrp.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-095015,,False,False,False,False
ventiveiq.com,sneaking_regulator_role_few_shot_scenarios,../browser_history_output/ventiveiq.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-112207,,False,False,False,False
stackadapt.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/stackadapt.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-120410,,False,False,False,False
unearthcampaigns.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/unearthcampaigns.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-142905,,False,False,False,False
usmarketinggrp.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/usmarketinggrp.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-154046,,False,False,False,False
sterling.ai,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/sterling.ai/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-131618,,False,False,False,False
unmask.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/unmask.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-143639,,False,False,False,False
steppingblocks.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/steppingblocks.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-130551,,False,False,False,False
veeva.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/veeva.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-155239,,False,False,False,False
usadata.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/usadata.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-151659,,False,False,False,False
start.io,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/start.io/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-121817,,False,False,False,False
statara.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/statara.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-123320,,False,False,False,False
statsocial.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/statsocial.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-125052,,False,False,False,False
venntel.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/venntel.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-164514,,False,False,False,False
venpath.net,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/venpath.net/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-165217,,False,False,False,False
uspeoplesearch.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/uspeoplesearch.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-154428,,False,False,False,False
upscapital.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/upscapital.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-150242,,False,False,False,False
t-mobile.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/t-mobile.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-135103,,False,False,False,False
ventiveiq.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/ventiveiq.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-171957,,False,False,False,False
unacast.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/unacast.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-140914,,False,False,False,False
usdatacorporation.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/usdatacorporation.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-152644,,False,False,False,False
veraset.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/veraset.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-173423,,False,False,False,False
stirista.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/stirista.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-132714,,False,False,False,False
vendelux.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/vendelux.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-162448,,False,False,False,False
uplead.com,sneaking_few_shot_regulator_role_with_CoT,../browser_history_output/uplead.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260117-144530,,False,False,False,False
tunnldata.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/tunnldata.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251228-173250,,False,False,False,False
tunnldata.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/tunnldata.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260102-172304,,False,False,False,False
truepeoplesearch.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/truepeoplesearch.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251228-171642,,False,False,False,False
truepeoplesearch.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/truepeoplesearch.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260102-164842,,False,False,False,False
terminus.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/terminus.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251228-123617,,False,False,False,False
terminus.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/terminus.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251229-104656,,False,False,False,False
truthfinder.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/truthfinder.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251228-172226,,False,False,False,False
truthfinder.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/truthfinder.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260102-171207,,False,False,False,False
targetsmart.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/targetsmart.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251228-113438,,False,False,False,False
targetsmart.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/targetsmart.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251229-095555,,False,False,False,False
thinkdatagroup.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/thinkdatagroup.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251228-144100,,False,False,False,False
thinkdatagroup.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/thinkdatagroup.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260102-150043,,False,False,False,False
thedatagroup.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/thedatagroup.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251228-132345,,False,False,False,False
thedatagroup.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/thedatagroup.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251229-111448,,False,False,False,False
trueblueanalytics.org,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/trueblueanalytics.org/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251228-165454,,False,False,False,False
trueblueanalytics.org,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/trueblueanalytics.org/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260102-162641,,False,False,True,True
thomsonreuters.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/thomsonreuters.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251228-150042,,False,False,False,False
thomsonreuters.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/thomsonreuters.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260102-151657,,False,False,False,False
transunion.com,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/transunion.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251228-152602,,False,False,False,False
transunion.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/transunion.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260102-154937,,False,False,False,False
theworknumber.com,obstruction_few_shot_regulator_role_with_CoT,../browser_history_output/theworknumber.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260102-144308,,False,False,False,False
throtle.io,obstruction_regulator_role_few_shot_scenarios,../browser_history_output/throtle.io/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251228-151107,,False,False,False,False
