pattern_name,data_broker,time_stamp,status,file_path,is_successful,blocked,block_category
Privacy Mazes,keywordconnects.com,20260204-173133,not found,../../browser_history_output/keywordconnects.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-173133,True,False,no_blocking
Conflicting Information,keywordconnects.com,20260210-041806,found,../../browser_history_output/keywordconnects.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-041806,True,False,no_blocking
Information Without Context,keywordconnects.com,20260210-041806,found,../../browser_history_output/keywordconnects.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-041806,True,False,no_blocking
Forced Registration,keywordconnects.com,20260210-041806,not found,../../browser_history_output/keywordconnects.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-041806,True,False,no_blocking
Bad Defaults,keywordconnects.com,20260210-041806,not found,../../browser_history_output/keywordconnects.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-041806,True,False,no_blocking
Choice Overload,keywordconnects.com,20260210-041806,not found,../../browser_history_output/keywordconnects.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-041806,True,False,no_blocking
Hidden Information,plungedigital.com,20260210-232232,not found,../../browser_history_output/plungedigital.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-232232,True,False,no_blocking
Visual Prominence,plungedigital.com,20260210-232232,not found,../../browser_history_output/plungedigital.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-232232,True,False,no_blocking
Feedforward Ambiguity,plungedigital.com,20260210-232232,not found,../../browser_history_output/plungedigital.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-232232,True,False,no_blocking
Dead Ends,plungedigital.com,20260204-034017,not found,../../browser_history_output/plungedigital.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-034017,True,False,no_blocking
Creating Barriers,plungedigital.com,20260204-034017,found,../../browser_history_output/plungedigital.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-034017,True,False,no_blocking
Adding Steps,plungedigital.com,20260204-034017,not found,../../browser_history_output/plungedigital.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-034017,True,False,no_blocking
Privacy Mazes,plungedigital.com,20260204-034017,not found,../../browser_history_output/plungedigital.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-034017,True,False,no_blocking
Conflicting Information,plungedigital.com,20260209-084155,not found,../../browser_history_output/plungedigital.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-084155,True,False,no_blocking
Information Without Context,plungedigital.com,20260209-084155,found,../../browser_history_output/plungedigital.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-084155,True,False,no_blocking
Forced Registration,plungedigital.com,20260209-084155,not found,../../browser_history_output/plungedigital.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-084155,True,False,no_blocking
Bad Defaults,plungedigital.com,20260209-084155,not found,../../browser_history_output/plungedigital.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-084155,True,False,no_blocking
Choice Overload,plungedigital.com,20260209-084155,not found,../../browser_history_output/plungedigital.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-084155,True,False,no_blocking
Hidden Information,jigyasaanalytics.com,20260209-223327,not found,../../browser_history_output/jigyasaanalytics.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260209-223327,True,False,no_blocking
Visual Prominence,jigyasaanalytics.com,20260209-223327,not found,../../browser_history_output/jigyasaanalytics.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260209-223327,True,False,no_blocking
Feedforward Ambiguity,jigyasaanalytics.com,20260209-223327,found,../../browser_history_output/jigyasaanalytics.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260209-223327,True,False,no_blocking
Dead Ends,jigyasaanalytics.com,20260204-155645,not found,../../browser_history_output/jigyasaanalytics.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-155645,True,False,no_blocking
Creating Barriers,jigyasaanalytics.com,20260204-155645,found,../../browser_history_output/jigyasaanalytics.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-155645,True,False,no_blocking
Adding Steps,jigyasaanalytics.com,20260204-155645,not found,../../browser_history_output/jigyasaanalytics.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-155645,True,False,no_blocking
Privacy Mazes,jigyasaanalytics.com,20260204-155645,not found,../../browser_history_output/jigyasaanalytics.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-155645,True,False,no_blocking
Conflicting Information,jigyasaanalytics.com,20260210-030920,not found,../../browser_history_output/jigyasaanalytics.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-030920,True,False,no_blocking
Information Without Context,jigyasaanalytics.com,20260210-030920,not found,../../browser_history_output/jigyasaanalytics.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-030920,True,False,no_blocking
Forced Registration,jigyasaanalytics.com,20260210-030920,not found,../../browser_history_output/jigyasaanalytics.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-030920,True,False,no_blocking
Bad Defaults,jigyasaanalytics.com,20260210-030920,not found,../../browser_history_output/jigyasaanalytics.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-030920,True,False,no_blocking
Choice Overload,jigyasaanalytics.com,20260210-030920,not found,../../browser_history_output/jigyasaanalytics.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-030920,True,False,no_blocking
Hidden Information,healthcare.com,20260211-233013,found,../../browser_history_output/healthcare.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-233013,True,False,no_blocking
Visual Prominence,healthcare.com,20260211-233013,not found,../../browser_history_output/healthcare.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-233013,True,False,no_blocking
Feedforward Ambiguity,healthcare.com,20260211-233013,not found,../../browser_history_output/healthcare.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260211-233013,True,False,no_blocking
Dead Ends,healthcare.com,20260206-001323,not found,../../browser_history_output/healthcare.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260206-001323,True,False,no_blocking
Creating Barriers,healthcare.com,20260206-001323,not found,../../browser_history_output/healthcare.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260206-001323,True,False,no_blocking
Adding Steps,healthcare.com,20260206-001323,not found,../../browser_history_output/healthcare.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260206-001323,True,False,no_blocking
Privacy Mazes,healthcare.com,20260206-001323,not found,../../browser_history_output/healthcare.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260206-001323,True,False,no_blocking
Conflicting Information,healthcare.com,20260211-022606,not found,../../browser_history_output/healthcare.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-022606,True,False,no_blocking
Information Without Context,healthcare.com,20260211-022606,not found,../../browser_history_output/healthcare.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-022606,True,False,no_blocking
Forced Registration,healthcare.com,20260211-022606,not found,../../browser_history_output/healthcare.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-022606,True,False,no_blocking
Bad Defaults,healthcare.com,20260211-022606,not found,../../browser_history_output/healthcare.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-022606,True,False,no_blocking
Choice Overload,healthcare.com,20260211-022606,not found,../../browser_history_output/healthcare.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260211-022606,True,False,no_blocking
Hidden Information,data-axle.com,20260213-162857,not found,../../browser_history_output/data-axle.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-162857,True,False,no_blocking
Visual Prominence,data-axle.com,20260213-162857,not found,../../browser_history_output/data-axle.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-162857,True,False,no_blocking
Feedforward Ambiguity,data-axle.com,20260213-162857,found,../../browser_history_output/data-axle.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-162857,True,False,no_blocking
Conflicting Information,data-axle.com,20260213-024550,found,../../browser_history_output/data-axle.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-024550,True,False,no_blocking
Information Without Context,data-axle.com,20260213-024550,found,../../browser_history_output/data-axle.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-024550,True,False,no_blocking
Forced Registration,data-axle.com,20260213-024550,not found,../../browser_history_output/data-axle.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-024550,True,False,no_blocking
Bad Defaults,data-axle.com,20260213-024550,not found,../../browser_history_output/data-axle.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-024550,True,False,no_blocking
Choice Overload,data-axle.com,20260213-024550,not found,../../browser_history_output/data-axle.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-024550,True,False,no_blocking
Hidden Information,apollointeractive.com,20260212-220849,not found,../../browser_history_output/apollointeractive.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-220849,True,False,no_blocking
Visual Prominence,apollointeractive.com,20260212-220849,not found,../../browser_history_output/apollointeractive.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-220849,True,False,no_blocking
Feedforward Ambiguity,apollointeractive.com,20260212-220849,found,../../browser_history_output/apollointeractive.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-220849,True,False,no_blocking
Dead Ends,apollointeractive.com,20260207-033317,not found,../../browser_history_output/apollointeractive.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-033317,True,False,no_blocking
Creating Barriers,apollointeractive.com,20260207-033317,found,../../browser_history_output/apollointeractive.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-033317,True,False,no_blocking
Adding Steps,apollointeractive.com,20260207-033317,not found,../../browser_history_output/apollointeractive.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-033317,True,False,no_blocking
Privacy Mazes,apollointeractive.com,20260207-033317,not found,../../browser_history_output/apollointeractive.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-033317,True,False,no_blocking
Conflicting Information,apollointeractive.com,20260212-093252,not found,../../browser_history_output/apollointeractive.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-093252,True,False,no_blocking
Information Without Context,apollointeractive.com,20260212-093252,found,../../browser_history_output/apollointeractive.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-093252,True,False,no_blocking
Forced Registration,apollointeractive.com,20260212-093252,not found,../../browser_history_output/apollointeractive.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-093252,True,False,no_blocking
Bad Defaults,apollointeractive.com,20260212-093252,found,../../browser_history_output/apollointeractive.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-093252,True,False,no_blocking
Choice Overload,apollointeractive.com,20260212-093252,not found,../../browser_history_output/apollointeractive.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-093252,True,False,no_blocking
Dead Ends,path2response.com,20260204-020321,not found,../../browser_history_output/path2response.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-020321,True,False,no_blocking
Creating Barriers,path2response.com,20260204-020321,not found,../../browser_history_output/path2response.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-020321,True,False,no_blocking
Adding Steps,path2response.com,20260204-020321,not found,../../browser_history_output/path2response.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-020321,True,False,no_blocking
Privacy Mazes,path2response.com,20260204-020321,not found,../../browser_history_output/path2response.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-020321,True,False,no_blocking
Conflicting Information,path2response.com,20260209-063749,not found,../../browser_history_output/path2response.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-063749,True,False,no_blocking
Information Without Context,path2response.com,20260209-063749,not found,../../browser_history_output/path2response.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-063749,True,False,no_blocking
Forced Registration,path2response.com,20260209-063749,not found,../../browser_history_output/path2response.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-063749,True,False,no_blocking
Bad Defaults,path2response.com,20260209-063749,not found,../../browser_history_output/path2response.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-063749,True,False,no_blocking
Choice Overload,path2response.com,20260209-063749,not found,../../browser_history_output/path2response.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-063749,True,False,no_blocking
Hidden Information,lead411.com,20260210-014654,not found,../../browser_history_output/lead411.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-014654,True,False,no_blocking
Visual Prominence,lead411.com,20260210-014654,found,../../browser_history_output/lead411.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-014654,True,False,no_blocking
Feedforward Ambiguity,lead411.com,20260210-014654,not found,../../browser_history_output/lead411.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-014654,True,False,no_blocking
Dead Ends,lead411.com,20260204-195129,not found,../../browser_history_output/lead411.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-195129,True,False,no_blocking
Creating Barriers,lead411.com,20260204-195129,not found,../../browser_history_output/lead411.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-195129,True,False,no_blocking
Adding Steps,lead411.com,20260204-195129,not found,../../browser_history_output/lead411.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-195129,True,False,no_blocking
Privacy Mazes,lead411.com,20260204-195129,not found,../../browser_history_output/lead411.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-195129,True,False,no_blocking
Conflicting Information,lead411.com,20260210-061759,not found,../../browser_history_output/lead411.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-061759,True,False,no_blocking
Information Without Context,lead411.com,20260210-061759,not found,../../browser_history_output/lead411.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-061759,True,False,no_blocking
Forced Registration,lead411.com,20260210-061759,not found,../../browser_history_output/lead411.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-061759,True,False,no_blocking
Bad Defaults,lead411.com,20260210-061759,not found,../../browser_history_output/lead411.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-061759,True,False,no_blocking
Choice Overload,lead411.com,20260210-061759,not found,../../browser_history_output/lead411.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260210-061759,True,False,no_blocking
Hidden Information,disconetwork.com,20260213-231430,not found,../../browser_history_output/disconetwork.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-231430,True,False,no_blocking
Visual Prominence,disconetwork.com,20260213-231430,found,../../browser_history_output/disconetwork.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-231430,True,False,no_blocking
Feedforward Ambiguity,disconetwork.com,20260213-231430,not found,../../browser_history_output/disconetwork.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-231430,True,False,no_blocking
Dead Ends,disconetwork.com,20260208-035455,not found,../../browser_history_output/disconetwork.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260208-035455,True,False,no_blocking
Creating Barriers,disconetwork.com,20260208-035455,not found,../../browser_history_output/disconetwork.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260208-035455,True,False,no_blocking
Adding Steps,disconetwork.com,20260208-035455,not found,../../browser_history_output/disconetwork.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260208-035455,True,False,no_blocking
Privacy Mazes,disconetwork.com,20260208-035455,not found,../../browser_history_output/disconetwork.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260208-035455,True,False,no_blocking
Conflicting Information,disconetwork.com,20260213-100740,not found,../../browser_history_output/disconetwork.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-100740,True,False,no_blocking
Information Without Context,disconetwork.com,20260213-100740,not found,../../browser_history_output/disconetwork.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-100740,True,False,no_blocking
Forced Registration,disconetwork.com,20260213-100740,not found,../../browser_history_output/disconetwork.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-100740,True,False,no_blocking
Bad Defaults,disconetwork.com,20260213-100740,not found,../../browser_history_output/disconetwork.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-100740,True,False,no_blocking
Choice Overload,disconetwork.com,20260213-100740,not found,../../browser_history_output/disconetwork.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260213-100740,True,False,no_blocking
Hidden Information,nielsen.com,20260210-181736,not found,../../browser_history_output/nielsen.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-181736,True,False,no_blocking
Visual Prominence,nielsen.com,20260210-181736,not found,../../browser_history_output/nielsen.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-181736,True,False,no_blocking
Feedforward Ambiguity,nielsen.com,20260210-181736,not found,../../browser_history_output/nielsen.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-181736,True,False,no_blocking
Dead Ends,nielsen.com,20260203-214917,not found,../../browser_history_output/nielsen.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260203-214917,True,False,no_blocking
Creating Barriers,nielsen.com,20260203-214917,found,../../browser_history_output/nielsen.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260203-214917,True,False,no_blocking
Adding Steps,nielsen.com,20260203-214917,not found,../../browser_history_output/nielsen.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260203-214917,True,False,no_blocking
Privacy Mazes,nielsen.com,20260203-214917,not found,../../browser_history_output/nielsen.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260203-214917,True,False,no_blocking
Conflicting Information,nielsen.com,20260209-033746,not found,../../browser_history_output/nielsen.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-033746,True,False,no_blocking
Information Without Context,nielsen.com,20260209-033746,not found,../../browser_history_output/nielsen.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-033746,True,False,no_blocking
Forced Registration,nielsen.com,20260209-033746,not found,../../browser_history_output/nielsen.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-033746,True,False,no_blocking
Bad Defaults,nielsen.com,20260209-033746,not found,../../browser_history_output/nielsen.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-033746,True,False,no_blocking
Choice Overload,nielsen.com,20260209-033746,not found,../../browser_history_output/nielsen.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-033746,True,False,no_blocking
Hidden Information,leadmemedia.com,20260210-022358,not found,../../browser_history_output/leadmemedia.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-022358,True,False,no_blocking
Visual Prominence,leadmemedia.com,20260210-022358,not found,../../browser_history_output/leadmemedia.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-022358,True,False,no_blocking
Feedforward Ambiguity,leadmemedia.com,20260210-022358,not found,../../browser_history_output/leadmemedia.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-022358,True,False,no_blocking
Dead Ends,leadmemedia.com,20260204-202211,not found,../../browser_history_output/leadmemedia.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-202211,True,False,no_blocking
Creating Barriers,leadmemedia.com,20260204-202211,found,../../browser_history_output/leadmemedia.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-202211,True,False,no_blocking
Adding Steps,leadmemedia.com,20260204-202211,not found,../../browser_history_output/leadmemedia.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-202211,True,False,no_blocking
Privacy Mazes,leadmemedia.com,20260204-202211,not found,../../browser_history_output/leadmemedia.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-202211,True,False,no_blocking
Hidden Information,porchgroupmedia.com,20260210-235724,not found,../../browser_history_output/porchgroupmedia.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-235724,True,False,no_blocking
Visual Prominence,porchgroupmedia.com,20260210-235724,found,../../browser_history_output/porchgroupmedia.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-235724,True,False,no_blocking
Feedforward Ambiguity,porchgroupmedia.com,20260210-235724,not found,../../browser_history_output/porchgroupmedia.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260210-235724,True,False,no_blocking
Dead Ends,porchgroupmedia.com,20260204-042748,not found,../../browser_history_output/porchgroupmedia.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-042748,True,False,no_blocking
Creating Barriers,porchgroupmedia.com,20260204-042748,not found,../../browser_history_output/porchgroupmedia.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-042748,True,False,no_blocking
Adding Steps,porchgroupmedia.com,20260204-042748,not found,../../browser_history_output/porchgroupmedia.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-042748,True,False,no_blocking
Privacy Mazes,porchgroupmedia.com,20260204-042748,not found,../../browser_history_output/porchgroupmedia.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260204-042748,True,False,no_blocking
Conflicting Information,porchgroupmedia.com,20260209-091716,not found,../../browser_history_output/porchgroupmedia.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-091716,True,False,no_blocking
Information Without Context,porchgroupmedia.com,20260209-091716,not found,../../browser_history_output/porchgroupmedia.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-091716,True,False,no_blocking
Forced Registration,porchgroupmedia.com,20260209-091716,not found,../../browser_history_output/porchgroupmedia.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-091716,True,False,no_blocking
Bad Defaults,porchgroupmedia.com,20260209-091716,not found,../../browser_history_output/porchgroupmedia.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-091716,True,False,no_blocking
Choice Overload,porchgroupmedia.com,20260209-091716,not found,../../browser_history_output/porchgroupmedia.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-091716,True,False,no_blocking
Hidden Information,completemedicallists.com,20260213-134142,found,../../browser_history_output/completemedicallists.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-134142,True,False,no_blocking
Visual Prominence,completemedicallists.com,20260213-134142,not found,../../browser_history_output/completemedicallists.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-134142,True,False,no_blocking
Feedforward Ambiguity,completemedicallists.com,20260213-134142,not found,../../browser_history_output/completemedicallists.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260213-134142,True,False,no_blocking
Dead Ends,completemedicallists.com,20260207-171650,found,../../browser_history_output/completemedicallists.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-171650,True,False,no_blocking
Creating Barriers,completemedicallists.com,20260207-171650,found,../../browser_history_output/completemedicallists.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-171650,True,False,no_blocking
Adding Steps,completemedicallists.com,20260207-171650,not found,../../browser_history_output/completemedicallists.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-171650,True,False,no_blocking
Privacy Mazes,completemedicallists.com,20260207-171650,not found,../../browser_history_output/completemedicallists.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-171650,True,False,no_blocking
Conflicting Information,completemedicallists.com,20260212-232903,not found,../../browser_history_output/completemedicallists.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-232903,True,False,no_blocking
Information Without Context,completemedicallists.com,20260212-232903,found,../../browser_history_output/completemedicallists.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-232903,True,False,no_blocking
Forced Registration,completemedicallists.com,20260212-232903,not found,../../browser_history_output/completemedicallists.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-232903,True,False,no_blocking
Bad Defaults,completemedicallists.com,20260212-232903,not found,../../browser_history_output/completemedicallists.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-232903,True,False,no_blocking
Choice Overload,completemedicallists.com,20260212-232903,not found,../../browser_history_output/completemedicallists.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260212-232903,True,False,no_blocking
Hidden Information,inmarket.com,20260212-052323,not found,../../browser_history_output/inmarket.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-052323,True,False,no_blocking
Visual Prominence,inmarket.com,20260212-052323,not found,../../browser_history_output/inmarket.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-052323,True,False,no_blocking
Feedforward Ambiguity,inmarket.com,20260212-052323,not found,../../browser_history_output/inmarket.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-052323,True,False,no_blocking
Dead Ends,inmarket.com,20260206-041823,not found,../../browser_history_output/inmarket.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260206-041823,True,False,no_blocking
Creating Barriers,inmarket.com,20260206-041823,found,../../browser_history_output/inmarket.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260206-041823,True,False,no_blocking
Adding Steps,inmarket.com,20260206-041823,not found,../../browser_history_output/inmarket.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260206-041823,True,False,no_blocking
Privacy Mazes,inmarket.com,20260206-041823,not found,../../browser_history_output/inmarket.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260206-041823,True,False,no_blocking
Conflicting Information,predactiv.com,20260209-104101,not found,../../browser_history_output/predactiv.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-104101,True,False,no_blocking
Information Without Context,predactiv.com,20260209-104101,not found,../../browser_history_output/predactiv.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-104101,True,False,no_blocking
Forced Registration,predactiv.com,20260209-104101,not found,../../browser_history_output/predactiv.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-104101,True,False,no_blocking
Bad Defaults,predactiv.com,20260209-104101,not found,../../browser_history_output/predactiv.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-104101,True,False,no_blocking
Choice Overload,predactiv.com,20260209-104101,not found,../../browser_history_output/predactiv.com/sneaking_few_shot_regulator_role_with_CoT/gpt-5/20260209-104101,True,False,no_blocking
Hidden Information,affinityanswers.com,20260212-183600,not found,../../browser_history_output/affinityanswers.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-183600,True,False,no_blocking
Visual Prominence,affinityanswers.com,20260212-183600,not found,../../browser_history_output/affinityanswers.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-183600,True,False,no_blocking
Feedforward Ambiguity,affinityanswers.com,20260212-183600,not found,../../browser_history_output/affinityanswers.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260212-183600,True,False,no_blocking
Dead Ends,affinityanswers.com,20260207-000111,not found,../../browser_history_output/affinityanswers.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-000111,True,False,no_blocking
Creating Barriers,affinityanswers.com,20260207-000111,found,../../browser_history_output/affinityanswers.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-000111,True,False,no_blocking
Adding Steps,affinityanswers.com,20260207-000111,not found,../../browser_history_output/affinityanswers.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-000111,True,False,no_blocking
Privacy Mazes,affinityanswers.com,20260207-000111,not found,../../browser_history_output/affinityanswers.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20260207-000111,True,False,no_blocking
