"annotation_id","annotator","comments","confidence","created_at","data_broker","evidence","explanation_verification","file_path","ground_truth","id","lead_time","model","pattern_name","prompting_strategy","rationale","review_status","status","time_stamp","updated_at","verification"
55,"1","",0.6,"2026-02-23T21:16:10.123643Z","stirista.com","Evidence Items:
1. Evidence #1
  • page_url: https://www.stirista.com/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: We may in certain cases require that you verify any of the information that you submit, such as through a verified email response or another verified response.
  • observed_ui_text: Verification describes basic confirmation (e.g., verified email response) without demanding technical identifiers or sensitive uploads.
  • action_taken: Reviewed extracted policy text for identity verification requirements.
  • dynamic_outcome: No excessive or burdensome verification requirement observed for Right of Access.

2. Evidence #2
  • page_url: https://unsubscribe.stirista.com/
  • evidence_type: ui_behavior
  • raw_snippet: Residents of Colorado, Connecticut, Delaware, Indiana, Iowa, Kentucky, Maryland, Minnesota, Montana, Nebraska, Nevada, New Hampshire, New Jersey, Oregon, Rhode Island, Tennessee, Texas, Utah, Virginia have privacy rights under state-specific laws. If you are a resident of one of those states, you may use this webform...
  • observed_ui_text: This webform appears focused on deletion/opt-out for listed states and does not present a Right of Access flow for California.
  • action_taken: Inspected the unsubscribe portal sections and labels.
  • dynamic_outcome: No Right of Access form fields or relationship/request-type gates were shown.","Correct","../browser_history_output/stirista.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-062714","Not found.",1834,63.11,"gpt-5","Creating Barriers","obstruction_few_shot_regulator_role_with_CoT","We did not observe an access webform imposing technical IDs or single-method limitations; policy verification mentions only standard email confirmation. Thus, creating barriers as defined were not evident for Right of Access.","OK","not found","20251201-062714","2026-02-23T21:16:10.123660Z","Correct"
51,"1","",0.73,"2026-02-23T21:10:54.606750Z","stirista.com","Evidence Items:
1. Evidence #1
  • page_url: https://unsubscribe.stirista.com/
  • evidence_type: ui_behavior
  • raw_snippet: None
  • observed_ui_text: The form does not explicitly mention 'Right to Know' or 'Right of Access'; the likely intake is under a generically titled 'Data Inquiry' section.
  • action_taken: Inspected all section headers and field labels after selecting United States and California.
  • dynamic_outcome: Users seeking CCPA access must infer that 'Data Inquiry' is the correct path.

2. Evidence #2
  • page_url: https://www.stirista.com/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: To review the “Addendum” we have created specifically to address disclosures required under the California Consumer Privacy Act, please see our “CCPA PRIVACY NOTICE.”
  • observed_ui_text: Access information is referenced via an addendum that requires additional navigation/scrolling within a long policy.
  • action_taken: Scrolled Privacy Policy to the CCPA reference.
  • dynamic_outcome: Users must locate a separate CCPA notice to see details.","Incorrect","../browser_history_output/stirista.com/interface_interference_zero_shot_regulator_role/gpt-5/20251202-215331","Found several instances.

1. The Homepage footer containing privacy policy link is hyperlinked, but not visually distinguished from normal text, making it appear as non-clickable or non-hyperlinked.
2. Access rights page exists: https://webbula.com/ca-eu-data-request/#DataAccessRequest. Although it is only hyperlinked at one place, and not as repetitively as Unsubscribe/opt-out form. The place where access rights are described, the above access rights form is not hyperlinked, unlike for opt-out (where it's hyperlinked right where it was described).
3. The California rights section at the bottom has not corresponding form link, one link that says exercise your privacy rights, links to only opt-out form, no rights to access form and that too not for Californians: https://unsubscribe.stirista.com",1835,254.664,"gpt-5","Hidden Information","interface_interference_zero_shot_regulator_role","The access path is disguised under generic labeling ('Data Inquiry') and key CCPA details are split into a separate addendum, making access instructions less immediately visible.","","found","20251202-215331","2026-02-23T21:10:54.606771Z","Correct"
52,"1","",0.63,"2026-02-23T21:11:20.092404Z","stirista.com","Evidence Items:
1. Evidence #1
  • page_url: https://webbula.com/ca-eu-data-request/
  • evidence_type: policy_text
  • raw_snippet: If you would like to request access of your personal information, you may do so by contacting us at 888-993-2285 ext 4 or you may complete this form on this page.
  • observed_ui_text: The actionable webform pathway is presented as a low-salience inline text link ('this form on this page') within dense paragraph text rather than a distinct button, reducing discoverability for the primary action to exercise access rights.
  • action_taken: Reviewed the introductory paragraphs above the form and identified the inline hyperlink within normal-weight body text.
  • dynamic_outcome: The webform link blends into surrounding text and does not stand out as the primary action to exercise rights.","Correct","../browser_history_output/stirista.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260104-051427","Found several instances.

1. The Homepage footer containing privacy policy link is hyperlinked, but not visually distinguished from normal text, making it appear as non-clickable or non-hyperlinked.
2. Access rights page exists: https://webbula.com/ca-eu-data-request/#DataAccessRequest. Although it is only hyperlinked at one place, and not as repetitively as Unsubscribe/opt-out form. The place where access rights are described, the above access rights form is not hyperlinked, unlike for opt-out (where it's hyperlinked right where it was described).
3. The California rights section at the bottom has not corresponding form link, one link that says exercise your privacy rights, links to only opt-out form, no rights to access form and that too not for Californians: https://unsubscribe.stirista.com",1836,19.256,"gpt-5","Hidden Information","interface_interference_few_shot_regulator_role_with_CoT","The webform pathway is provided as an inline text link with minimal visual emphasis, making the key action less discoverable and fitting the Hidden Information pattern.","","found","20260104-051427","2026-02-23T21:11:20.092428Z","Correct"
53,"1","The chatbot on the side is just in the corner, not overlaying with the UI of the form, or with larger in size or fonts than the access request form.",0.86,"2026-02-23T21:12:55.943122Z","stirista.com","Evidence Items:
1. Evidence #1
  • page_url: https://webbula.com/ca-eu-data-request/
  • evidence_type: ui_behavior
  • raw_snippet: Hi!  Would you like to get started with a free email hygiene account and 100 free credits?
  • observed_ui_text: A floating chat/marketing widget remains fixed in the viewport (lower-right), overlapping the page while the user reads access instructions and fills the form, competing for attention with the Right to Access task.
  • action_taken: Scrolled and reviewed the Data Access Request page while observing persistent overlay iframes and the visible chat opener bubble.
  • dynamic_outcome: The widget continues to overlay and draw attention during the rights submission process, requiring dismissal or visual workarounds.","Incorrect","../browser_history_output/stirista.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260104-051427","Not found. There are no distracting elements.",1837,83.647,"gpt-5","Visual Prominence","interface_interference_few_shot_regulator_role_with_CoT","A persistent floating chat widget competes visually with the access request workflow, distracting from the user's primary task and matching the Visual Prominence pattern.","","found","20260104-051427","2026-02-23T21:12:55.943143Z","Incorrect"
57,"1","",0.7,"2026-02-24T00:17:54.299732Z","swoop.com","Evidence Items:
1. Evidence #1
  • page_url: https://swoop.com/privacy-notice/
  • evidence_type: ui_behavior
  • raw_snippet: Your Privacy Rights and Choices
  • observed_ui_text: Rights instructions are hidden behind an accordion that must be expanded to see submission methods.
  • action_taken: Clicked the 'Your Privacy Rights and Choices' accordion to reveal content.
  • dynamic_outcome: User must perform additional UI interactions to see basic submission options.

2. Evidence #2
  • page_url: https://swoop.com/privacy-notice/
  • evidence_type: interaction_obstacle
  • raw_snippet: Click
here
  • observed_ui_text: User follows a link purporting to handle rights, then must backtrack upon discovering it only handles opt-out.
  • action_taken: Clicked 'here' then evaluated the destination; returned to policy for alternative methods.
  • dynamic_outcome: Extra navigation steps are required to figure out the correct method for access.","Incorrect","../browser_history_output/swoop.com/obstruction_zero_shot_regulator_role/gpt-5/20251114-200529","Not found. Following https://swoop.com/your-privacy-choices/ (Privacy policy link) allowed to easily exercise the rights.",1838,108.847,"gpt-5","Adding Steps","obstruction_zero_shot_regulator_role","The need to expand an accordion for core instructions and the misleading link that requires additional navigation to identify the correct submission path add unnecessary steps to the access task.","Need Discussion","found","20251114-200529","2026-02-24T00:17:54.299746Z","Incorrect"
58,"1","",0.6,"2026-02-24T00:22:18.680401Z","swoop.com","Evidence Items:
1. Evidence #1
  • page_url: https://swoop.com/for-california-residents-notice-at-collection/
  • evidence_type: interaction_obstacle
  • raw_snippet: link labeled ""here""
  • observed_ui_text: A single intermediary click from Notice at Collection to the request portal.
  • action_taken: Followed Notice at Collection to the linked request portal.
  • dynamic_outcome: Arrived at optout.swoop.com after one intermediate step.","Correct","../browser_history_output/swoop.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251130-051917","Not found. Following https://swoop.com/your-privacy-choices/ (Privacy policy link) allowed to easily exercise the rights.",1839,24.592,"gpt-5","Adding Steps","obstruction_regulator_role_few_shot_scenarios","The path required minimal intermediate navigation and there was no splitting of a single right into multiple separate mandatory submissions.","OK","not found","20251130-051917","2026-02-24T00:22:18.680422Z","Correct"
59,"1","",0.85,"2026-02-24T00:22:56.843823Z","swoop.com","Evidence Items:
1. Evidence #1
  • page_url: https://optout.swoop.com/pii.html
  • evidence_type: ui_behavior
  • raw_snippet: You may fill out as many or few fields as you like.
  • observed_ui_text: No mandatory fields or identity hurdles shown; no CAPTCHA or login required.
  • action_taken: Inspected the form fields and attributes for requirement status.
  • dynamic_outcome: Fields accepted input and were optional.

2. Evidence #2
  • page_url: https://swoop.com/privacy-notice/
  • evidence_type: policy_text
  • raw_snippet: Submitting a privacy rights request does not require you to create an account or register with us.
  • observed_ui_text: Policy explicitly states no account is needed to submit a request.
  • action_taken: Reviewed policy text under 'Your Privacy Rights and Choices'.
  • dynamic_outcome: No account gate encountered.","Correct","../browser_history_output/swoop.com/obstruction_baseline_zero_shot/gpt-5/20251115-001256","Not found. Following https://swoop.com/your-privacy-choices/ (Privacy policy link) allowed to easily exercise the rights.",1840,32.703,"gpt-5","Creating Barriers","obstruction_baseline_zero_shot","The site offers multiple channels without requiring account creation, complex verification, or excessive data entry.","OK","not found","20251115-001256","2026-02-24T00:22:56.843846Z","Correct"
61,"1","I agree with Evidence 1 provided by the agent (it aligns with the scenario described in the annotation guide). But, otherwise, I personally feel the way this website organizes them into drop downs is much better as I can directly click on privacy rights dropdown to expand on it and exercise my rights rather than scrolling through long privacy policy text looking for relevant sections.",0.78,"2026-02-24T00:36:37.519328Z","swoop.com","Evidence Items:
1. Evidence #1
  • page_url: https://swoop.com/privacy-notice/
  • evidence_type: ui_behavior
  • raw_snippet: Your Privacy Rights ... If you are interested in exercising one or more of the rights outlined below, you can do any of the following: Click here Email us at privacyrights@swoop.com ... Contact us by U.S. postal mail ...
  • observed_ui_text: These instructions appear within a collapsible/accordion section that needed to be expanded ('Your Privacy Rights and Choices'), so they are not shown by default.
  • action_taken: Expanded the 'Your Privacy Rights and Choices' accordion on the Privacy Statement page.
  • dynamic_outcome: Instructions and the 'here' link only became visible after expanding.

2. Evidence #2
  • page_url: https://swoop.com/privacy-notice/
  • evidence_type: policy_text
  • raw_snippet: Click here
  • observed_ui_text: The actionable webform link is a small inline text link labeled 'here' within a paragraph, offering low visual salience.
  • action_taken: Reviewed the rights paragraph and located the inline 'here' link.
  • dynamic_outcome: Link is easy to overlook compared to a button.","Correct","../browser_history_output/swoop.com/interface_interference_regulator_role_few_shot_scenarios/gpt-5/20260104-091352","Not Found.",1842,308.113,"gpt-5","Hidden Information","interface_interference_regulator_role_few_shot_scenarios","Key instructions and the action link to exercise rights are not visible by default and are presented as a low-salience inline link, increasing the chance users overlook them.","","found","20260104-091352","2026-02-24T00:36:42.639307Z","Incorrect"
62,"1","",0.7,"2026-02-24T00:37:10.627240Z","swoop.com","Evidence Items:
1. Evidence #1
  • page_url: https://swoop.com/your-privacy-choices/
  • evidence_type: ui_behavior
  • raw_snippet: Your Privacy Rights
... Access or Request to Know ...
  • observed_ui_text: Access/Right to Know is clearly labeled among the rights options in the DSAR iframe.
  • action_taken: Navigated to 'Your Privacy Choices', located the DSAR iframe, and reviewed visible tiles.
  • dynamic_outcome: The access pathway is discoverable via a clearly labeled tile.

2. Evidence #2
  • page_url: https://swoop.com/privacy-notice/
  • evidence_type: policy_text
  • raw_snippet: privacyrights@swoop.com ... (and a 'here' link directing to Your Privacy Choices) ... 228 Park Ave S PMB 924225, New York, NY 10003, ATTN: PRIVACY OFFICER
  • observed_ui_text: Privacy Notice provides multiple, plainly labeled submission channels including a link to the webform, email, and postal mail.
  • action_taken: Reviewed 'Your Privacy Rights and Choices' in the Privacy Notice.
  • dynamic_outcome: Information was placed where expected under privacy rights and linked appropriately.","Correct","../browser_history_output/swoop.com/sneaking_regulator_role_few_shot_scenarios/gpt-5/20260117-074224","Not found.",1843,22.871,"gpt-5","Information Without Context","sneaking_regulator_role_few_shot_scenarios","Access instructions and pathways were labeled and linked in expected places; no evidence of misleading labels, fragmentation without cross-reference, or omission preventing discovery.","","not found","20260117-074224","2026-02-24T00:37:10.627262Z","Correct"
63,"1","",0.6,"2026-02-24T00:39:03.889457Z","swoop.com","Evidence Items:
1. Evidence #1
  • page_url: https://optout.swoop.com/pii.html
  • evidence_type: ui_behavior
  • raw_snippet: PII (Personally Identifiable Information) Opt Out
...
[Submit]
  • observed_ui_text: Large header and a bright blue “Submit” button for an opt-out flow, while no Access/Right to Know option is visible on the portal.
  • action_taken: Inspected the portal UI for access request options.
  • dynamic_outcome: The UI encourages completion of opt-out; no competing access option is present to fulfill the user’s Right to Know goal.","Incorrect","../browser_history_output/swoop.com/interface_interference_baseline_zero_shot/gpt-5/20251201-044737","Not found. There is a clear section that shows right to know/access, so there is no visual prominence.",1844,106.929,"gpt-5","Visual Prominence","interface_interference_baseline_zero_shot","The portal’s design highlights the opt-out flow, drawing attention away from the Right of Access goal, potentially distracting users from their intended action.","","found","20251201-044737","2026-02-24T00:39:03.889477Z","Incorrect"
56,"1","You need to fill form after selecting your relationship. More importantly, it requires logging in to complete the access form once I select t-mobile customer, suggesting creating barrier, if at all. No signals related to ""Adding Steps"" found.",0.7,"2026-02-23T21:21:54.555919Z","t-mobile.com","Evidence Items:
1. Evidence #1
  • page_url: https://privacyportal-t-mobile.my.onetrust.com/webform/d4a925f0-4ebf-40ba-817b-bccc309e602f/7831d667-1ebc-4b1e-a941-e545cb0d0523
  • evidence_type: ui_behavior
  • raw_snippet: If you want to access and delete your personal data, you’ll need to submit two separate requests.
  • observed_ui_text: The UI requires two separate submissions for related actions (access and deletion) rather than allowing a combined request.
  • action_taken: Opened the form, selected 'Access personal data', and reviewed instructional text
  • dynamic_outcome: User must complete and submit distinct forms for each request type

2. Evidence #2
  • page_url: https://www.t-mobile.com/privacy-center/personal-data-request.html
  • evidence_type: policy_text
  • raw_snippet: Get started (Not a customer)
  • observed_ui_text: Before reaching the form, the user must choose a relationship tile and then a specific request type link.
  • action_taken: Clicked 'Get started' for Not a customer, then chose 'Access your data' before reaching 'Start online form'
  • dynamic_outcome: Additional intermediate steps prior to the actual form","Incorrect","../browser_history_output/t-mobile.com/obstruction_baseline_zero_shot/gpt-5/20251115-003229","Not Found.",1845,333.036,"gpt-5","Adding Steps","obstruction_baseline_zero_shot","Users must navigate multiple intermediate choices and are instructed to submit separate requests for access and deletion, introducing extra steps beyond what could be handled in a single combined submission.","Need Discussion","found","20251115-003229","2026-02-23T21:21:54.555935Z","Incorrect"
64,"1","",0.86,"2026-02-24T00:48:20.119856Z","unacast.com","Evidence Items:
1. Evidence #1
  • page_url: https://www.unacast.com/request-your-information
  • evidence_type: ui_behavior
  • raw_snippet: “Enter the required information and click ‘Submit’ to have us attempt to verify your identity in order to comply with your request.”
  • observed_ui_text: The outcome of clicking SUBMIT is explained (identity verification attempt).
  • action_taken: Read instructions adjacent to the form.
  • dynamic_outcome: Expected result of the action is consistent with the instructions.","Correct","../browser_history_output/unacast.com/interface_interference_baseline_zero_shot/gpt-5/20251130-213122","No feedforward ambiguity found.",1846,500.033,"gpt-5","Feedforward Ambiguity","interface_interference_baseline_zero_shot","The interface clearly states what SUBMIT will do; no discrepancy between instruction and resulting action was observed.","","not found","20251130-213122","2026-02-24T00:48:20.119867Z","Correct"
65,"1","",0.68,"2026-02-24T00:49:12.620698Z","unacast.com","Evidence Items:
1. Evidence #1
  • page_url: https://www.unacast.com/request-your-information
  • evidence_type: ui_behavior
  • raw_snippet: Book a Meeting
  • observed_ui_text: A bright, visually prominent ""Book a Meeting"" CTA in the global header competes for attention with the privacy access workflow.
  • action_taken: Observed the header on the Request Your Information page while evaluating the form.
  • dynamic_outcome: The CTA could distract users from the privacy access task by drawing attention away from the form.","Incorrect","../browser_history_output/unacast.com/interface_interference_zero_shot_regulator_role/gpt-5/20251202-224631","No visually distracting elements found.",1848,44.142,"gpt-5","Visual Prominence","interface_interference_zero_shot_regulator_role","A highly prominent commercial CTA competes visually with the user's privacy-task goal (exercising Right of Access), potentially distracting from or delaying completion.","","found","20251202-224631","2026-02-24T00:49:12.620720Z","Incorrect"
66,"1","The LinkedIn profile requirement makes this creating barriers, not adding steps as it doesn't separate request for linkedIn profile.",0.72,"2026-02-24T00:55:18.428225Z","unearthcampaigns.com","Evidence Items:
1. Evidence #1
  • page_url: https://www.unearthcampaigns.com/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: If we locate your information in our records, we will ask you to email us from the email account for which you are requesting information.
  • observed_ui_text: After submitting the form, the user must perform an additional email step.
  • action_taken: Reviewed instructions in the California section.
  • dynamic_outcome: Introduces a subsequent email exchange as an extra required interaction.

2. Evidence #2
  • page_url: https://www.unearthcampaigns.com/right-to-know/
  • evidence_type: ui_behavior
  • raw_snippet: LinkedIn Profile (Required)
Cell Phone (Required)
  • observed_ui_text: The number of mandatory fields increases the number of interactions needed to complete the request.
  • action_taken: Inspected the form's required fields.
  • dynamic_outcome: User must fill many fields even before any verification step.","Incorrect","../browser_history_output/unearthcampaigns.com/obstruction_baseline_zero_shot/gpt-5/20251115-165550","Not found. ",1849,417.085,"gpt-5","Adding Steps","obstruction_baseline_zero_shot","The process adds an extra post-form email step and requires completion of many fields, increasing the number of required interactions beyond what is strictly necessary for an access request.","OK","found","20251115-165550","2026-02-24T00:57:20.378887Z","Incorrect"
67,"1","",0.82,"2026-02-24T00:56:15.747441Z","unearthcampaigns.com","Evidence Items:
1. Evidence #1
  • page_url: https://www.unearthcampaigns.com/privacy-policy/#ca
  • evidence_type: policy_text
  • raw_snippet: For right-to-know requests, we ask you to provide your name, email address, home phone number, cell phone number, address, and LinkedIn profile URL.
  • observed_ui_text: The policy requires multiple contact points and a LinkedIn profile URL for a Right to Know request, which exceeds commonly necessary identifiers (e.g., name and email).
  • action_taken: Reviewed the CA section under the Privacy Policy for Right to Know instructions.
  • dynamic_outcome: Requirements include LinkedIn profile URL and multiple phone numbers as part of identity verification.

2. Evidence #2
  • page_url: https://www.unearthcampaigns.com/right-to-know
  • evidence_type: ui_behavior
  • raw_snippet: LinkedIn Profile (Required)
  • observed_ui_text: The webform marks 'LinkedIn Profile' as a required field, imposing a non-essential identifier to proceed.
  • action_taken: Viewed the Right to Know form and inspected labels and required attributes.
  • dynamic_outcome: The field is required (UI label and HTML required attribute).

3. Evidence #3
  • page_url: https://www.unearthcampaigns.com/right-to-know
  • evidence_type: ui_behavior
  • raw_snippet: Cell Phone (Required)
  • observed_ui_text: The form requires a cell phone number in addition to email and full address, which can create unnecessary friction.
  • action_taken: Inspected the form fields and their required status.
  • dynamic_outcome: Cell phone input has required attribute; user cannot proceed without it.","Correct","../browser_history_output/unearthcampaigns.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251130-224645","Found. Necessarily LinkedIn profile required to complete the request.",1850,51.831,"gpt-5","Creating Barriers","obstruction_few_shot_regulator_role_with_CoT","Requiring a LinkedIn profile URL and a cell phone number (alongside full address) as mandatory fields to exercise Right to Know adds unnecessary burden beyond essential identity verification, thereby creating barriers.","Need Discussion","found","20251130-224645","2026-02-24T00:56:15.747462Z","Correct"
68,"1","",0.82,"2026-02-24T00:58:01.361912Z","unearthcampaigns.com","Evidence Items:
1. Evidence #1
  • page_url: https://www.unearthcampaigns.com/right-to-know/
  • evidence_type: ui_behavior
  • raw_snippet: LinkedIn Profile (Required)
  • observed_ui_text: The form requires a LinkedIn Profile field to submit a Right to Know request.
  • action_taken: Selected 'Request to Know' and reviewed required field labels and HTML attributes.
  • dynamic_outcome: Field is marked required in UI and via required attribute; form cannot be completed without it.

2. Evidence #2
  • page_url: https://www.unearthcampaigns.com/right-to-know/
  • evidence_type: policy_text
  • raw_snippet: All requests available on this form are subject to our ability to reasonably verify your identity. If we locate your information in our records, we will ask you to email us from the email account for which you are requesting information.
  • observed_ui_text: Beyond submitting the form with numerous required fields, users are told they must later email from the same account for verification.
  • action_taken: Read the instructional text at the top of the Right-to-Know form.
  • dynamic_outcome: Indicates an added verification channel (email) after form completion.","Correct","../browser_history_output/unearthcampaigns.com/obstruction_zero_shot_regulator_role/gpt-5/20251115-025457","Found. LinkedIn requirement in form.",1851,31.598,"gpt-5","Creating Barriers","obstruction_zero_shot_regulator_role","Requiring a LinkedIn Profile is not a standard or reasonably necessary identifier for verifying a consumer under CCPA and introduces unnecessary burden; additionally, conditioning completion on a later email from the same account further complicates access.","OK","found","20251115-025457","2026-02-24T00:58:01.361935Z","Correct"
69,"1","",0.85,"2026-02-24T00:59:02.111124Z","unearthcampaigns.com","Evidence Items:
1. Evidence #1
  • page_url: https://www.unearthcampaigns.com/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: You can submit a request to know, correct, and delete your Personal Information through our online form (/right-to-know) or call our toll-free number at 855-456-2646.
  • observed_ui_text: The policy explicitly lists a webform with a visible link and a toll-free phone method.
  • action_taken: Reviewed the Additional Notice section of the Privacy Policy and scrolled to find submission instructions.
  • dynamic_outcome: Link to /right-to-know was clickable and navigable.

2. Evidence #2
  • page_url: https://www.unearthcampaigns.com/right-to-know/
  • evidence_type: ui_behavior
  • raw_snippet: Request to Know, Correct,  Delete and Appeal
  • observed_ui_text: The form and request-type options are visible in the main content with standard labels and color contrast.
  • action_taken: Opened the form page and selected the 'Request to Know' radio option.
  • dynamic_outcome: Form fields remained visible with required markers; no additional hidden sections needed to be expanded.","Correct","../browser_history_output/unearthcampaigns.com/interface_interference_regulator_role_few_shot_scenarios_only2/gpt-5/20260114-054522","Not found. No hidden information observed.",1852,55.324,"gpt-5","Hidden Information","interface_interference_regulator_role_few_shot_scenarios_only2","Instructions and links to exercise the Right to Know are clearly presented and clickable; the form content is visible without hidden or disguised elements.","","not found","20260114-054522","2026-02-24T00:59:02.111137Z","Correct"
70,"1","",0.85,"2026-02-24T01:09:46.903693Z","uplead.com","Evidence Items:
1. Evidence #1
  • page_url: https://www.uplead.com/opt-out/
  • evidence_type: ui_behavior
  • raw_snippet: Fields visible: Full Name (required); Contact Email (required); Email; Phone Number; Jurisdiction (required); Request Type (required); optional SMS consent; reCAPTCHA present. Button: ""Submit"".
  • observed_ui_text: Only standard fields are required; no request for technical identifiers or sensitive documents. reCAPTCHA is present but typical and non-intrusive.
  • action_taken: Inspected form fields and 'required' attributes in DOM and UI.
  • dynamic_outcome: Form displays necessary inputs without excessive verification or non-essential mandatory fields.

2. Evidence #2
  • page_url: https://www.uplead.com/privacy/#california-residents
  • evidence_type: policy_text
  • raw_snippet: ""California residents may make such request to us at support@uplead.com.""
  • observed_ui_text: Provides an alternative submission method (email) in addition to the webform.
  • action_taken: Reviewed the CA section text for submission channels.
  • dynamic_outcome: Two methods are available, avoiding a single-method constraint.","Correct","../browser_history_output/uplead.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251130-231556","Not found.",1853,634.978,"gpt-5","Creating Barriers","obstruction_few_shot_regulator_role_with_CoT","The site offers two methods (webform and email) and requires only basic identity fields; no evidence of excessive verification or gating requirements.","OK","not found","20251130-231556","2026-02-24T01:09:46.903704Z","Correct"
71,"1","",0.85,"2026-02-24T01:10:50.910024Z","uplead.com","Evidence Items:
1. Evidence #1
  • page_url: https://www.uplead.com/privacy/
  • evidence_type: policy_text
  • raw_snippet: To exercise the rights described above, please submit a verifiable Consumer request to us by clicking
here
  • observed_ui_text: The actionable pathway is a low-salience inline 'here' hyperlink embedded in paragraph text rather than a clear button or clearly labeled link.
  • action_taken: Scrolled to the California section to locate the submission instruction.
  • dynamic_outcome: Only a small inline link was provided to initiate the request.","Correct","../browser_history_output/uplead.com/interface_interference_regulator_role_few_shot_scenarios/gpt-5/20260104-110309","Found. There is generic/opt-out link but no link for access. Opt-out link also seems to cover access rights though.",1854,71.783,"gpt-5","Hidden Information","interface_interference_regulator_role_few_shot_scenarios","The submission method is conveyed via a generic inline 'here' link within dense text, making the Right of Access pathway easy to overlook.","","found","20260104-110309","2026-02-24T01:12:16.862633Z","Correct"
72,"1","",0.72,"2026-02-24T01:11:59.505299Z","uplead.com","Evidence Items:
1. Evidence #1
  • page_url: https://www.uplead.com/opt-out/
  • evidence_type: policy_text
  • raw_snippet: In accordance with data privacy laws, such as GDPR, CCPA, or others, you have the right to request and receive a detailed report of the personal data UpLead has collected about you by selecting the type of your request to “Request information” from the dropdown in the form.
  • observed_ui_text: The page explicitly states how to make a Right of Access request via the form.
  • action_taken: Reviewed the explanatory text on the opt-out page.
  • dynamic_outcome: Clear instruction on using the form for a detailed report (access) request.","Incorrect","../browser_history_output/uplead.com/interface_interference_zero_shot_regulator_role/gpt-5/20251202-234425","Found. There is generic/opt-out link but no link for access. Opt-out link also seems to cover access rights though.",1855,62.957,"gpt-5","Hidden Information","interface_interference_zero_shot_regulator_role","Instructions to use 'Request information' for access are presented in-line and not concealed; links to policy and related pages are visible in the footer.","","not found","20251202-234425","2026-02-24T01:11:59.505323Z","Incorrect"
73,"1","It is also ""Adding Steps"" as it requires separate requests for right to know and right to access and others.",0.7,"2026-02-24T01:16:59.919694Z","upscapital.com","Evidence Items:
1. Evidence #1
  • page_url: https://privacyportal.onetrust.com/webform/cff9470e-ab7d-4e8a-8a45-14391b299f19/f3f16aeb-9070-4a81-816c-7b20e5ebd65a
  • evidence_type: ui_behavior
  • raw_snippet: * Country
* State
* I am a (an)
* First Name
* Last Name
* Email
Select request type
Retype the CAPTCHA code from the image
  • observed_ui_text: Form fields and labels are plainly presented; core required fields are marked with asterisks and request type options include 'Right to Access'.
  • action_taken: Reviewed the visible fields and labels on the webform.
  • dynamic_outcome: No unnecessary blockers beyond standard fields; form appears usable without requiring account numbers or tracking numbers.","Incorrect","../browser_history_output/upscapital.com/obstruction_zero_shot_regulator_role/gpt-5/20251115-033833","Found. Requires selecting relationship.",1856,311.389,"gpt-5","Creating Barriers","obstruction_zero_shot_regulator_role","The interface supports the user task with clear fields and labels; no behaviors were observed that prevented or complicated the task beyond standard identity and request details.","OK","not found","20251115-033833","2026-02-24T01:20:44.101819Z","Incorrect"
74,"1","",0.85,"2026-02-24T01:19:24.623539Z","upscapital.com","Evidence Items:
1. Evidence #1
  • page_url: https://privacyportal.onetrust.com/webform/cff9470e-ab7d-4e8a-8a45-14391b299f19/f3f16aeb-9070-4a81-816c-7b20e5ebd65a
  • evidence_type: ui_behavior
  • raw_snippet: Right to Access
You have the right to ask us for copies of your personal information we have collected.
  • observed_ui_text: The request type label and supporting text clearly map to the CCPA Right to Access.
  • action_taken: Viewed the request type description on the webform.
  • dynamic_outcome: Selection corresponds predictably to an access request workflow.","Incorrect","../browser_history_output/upscapital.com/interface_interference_regulator_role_few_shot_scenarios/gpt-5/20260104-112049","Found. Multiple Ambiguous labels present to select from: Example, Right to Access, Right to Data Portability, etc.",1857,104.34,"gpt-5","Feedforward Ambiguity","interface_interference_regulator_role_few_shot_scenarios","Labels and destinations consistently map to the intended Right to Access action with no contradictory titles or redirects.","","not found","20260104-112049","2026-02-24T01:19:24.623558Z","Incorrect"
