annotation_id,annotator,comments,confidence,created_at,data_broker,evidence,explanation_accuracy_percent,explanation_verification,file_path,id,lead_time,model,pattern_name,problems,prompting_strategy,rationale,review_status,status,task_completion,time_stamp,updated_at,verification
854,1,,0.8,2025-11-17T06:26:20.476606Z,vendelux.com,"Evidence Items:
1. Evidence #1
  • page_url: https://vendelux.com/privacy-center/
  • evidence_type: ui_behavior
  • raw_snippet: None
  • observed_ui_text: Form consisted of standard fields (First name, Last name, Email) and a required request-type select; no CAPTCHA or excessive data collection observed for a Right of Access request.
  • action_taken: Reviewed the Privacy Center form fields and their required status.
  • dynamic_outcome: Form remained accessible without popups or blocks; UI behaved normally.

2. Evidence #2
  • page_url: https://vendelux.com/privacy/
  • evidence_type: policy_text
  • raw_snippet: Vendelux has a self-service Privacy Center where people can claim and update their Professional Profiles, submit access requests, and opt out of our database.
  • observed_ui_text: The policy provides a clear route to perform the task via a self-service portal, not adding undue obstacles.
  • action_taken: Read the policy and navigated to the Privacy Center.
  • dynamic_outcome: Navigation was straightforward and successful.",,Correct,../browser_history_output/vendelux.com/obstruction_baseline_zero_shot/gpt-5/20251115-185311,1345,6.79,gpt-5,Creating Barriers,,obstruction_baseline_zero_shot,"No behaviors that prevented, abstracted, or complicated the access request beyond standard steps were observed.",,not found,Complete,20251115-185311,2025-11-17T06:26:20.476627Z,Correct
999,1,"Evidence #2 correct.
Evidence #3: ""a cell phone number (alongside full address)"" as mandatory will not create barriers.",0.82,2025-12-01T09:39:11.139428Z,unearthcampaigns.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.unearthcampaigns.com/privacy-policy/#ca
  • evidence_type: policy_text
  • raw_snippet: For right-to-know requests, we ask you to provide your name, email address, home phone number, cell phone number, address, and LinkedIn profile URL.
  • observed_ui_text: The policy requires multiple contact points and a LinkedIn profile URL for a Right to Know request, which exceeds commonly necessary identifiers (e.g., name and email).
  • action_taken: Reviewed the CA section under the Privacy Policy for Right to Know instructions.
  • dynamic_outcome: Requirements include LinkedIn profile URL and multiple phone numbers as part of identity verification.

2. Evidence #2
  • page_url: https://www.unearthcampaigns.com/right-to-know
  • evidence_type: ui_behavior
  • raw_snippet: LinkedIn Profile (Required)
  • observed_ui_text: The webform marks 'LinkedIn Profile' as a required field, imposing a non-essential identifier to proceed.
  • action_taken: Viewed the Right to Know form and inspected labels and required attributes.
  • dynamic_outcome: The field is required (UI label and HTML required attribute).

3. Evidence #3
  • page_url: https://www.unearthcampaigns.com/right-to-know
  • evidence_type: ui_behavior
  • raw_snippet: Cell Phone (Required)
  • observed_ui_text: The form requires a cell phone number in addition to email and full address, which can create unnecessary friction.
  • action_taken: Inspected the form fields and their required status.
  • dynamic_outcome: Cell phone input has required attribute; user cannot proceed without it.",,Incorrect,../browser_history_output/unearthcampaigns.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251130-224645,2370,131.504,gpt-5,Creating Barriers,,obstruction_few_shot_regulator_role_with_CoT,"Requiring a LinkedIn profile URL and a cell phone number (alongside full address) as mandatory fields to exercise Right to Know adds unnecessary burden beyond essential identity verification, thereby creating barriers.",,found,Complete,20251130-224645,2026-01-23T07:19:12.712413Z,Incorrect
1026,1,,0.62,2025-12-01T11:06:47.417589Z,spyfly.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.spyfly.com/help-center/privacy-requests
  • evidence_type: ui_behavior
  • raw_snippet: None
  • observed_ui_text: Request Type includes an option 'Request a Copy' and the flow appears as a single consolidated request form rather than splitting access into multiple separate requests.
  • action_taken: Reviewed Request Type dropdown and form layout.
  • dynamic_outcome: No requirement to submit multiple separate requests for a single access right observed.",,Correct,../browser_history_output/spyfly.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251130-033119,2391,14.97,gpt-5,Adding Steps,,obstruction_regulator_role_few_shot_scenarios,No evidence that a single access right is fragmented into multiple required submissions or device/identifier-specific repeats.,,not found,Complete,20251130-033119,2025-12-01T11:06:47.417658Z,Correct
1042,1,,0.6,2025-12-01T11:18:33.186289Z,swoop.com,"Evidence Items:
1. Evidence #1
  • page_url: https://swoop.com/for-california-residents-notice-at-collection/
  • evidence_type: interaction_obstacle
  • raw_snippet: link labeled ""here""
  • observed_ui_text: A single intermediary click from Notice at Collection to the request portal.
  • action_taken: Followed Notice at Collection to the linked request portal.
  • dynamic_outcome: Arrived at optout.swoop.com after one intermediate step.",,Correct,../browser_history_output/swoop.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251130-051917,2443,5.792,gpt-5,Adding Steps,,obstruction_regulator_role_few_shot_scenarios,The path required minimal intermediate navigation and there was no splitting of a single right into multiple separate mandatory submissions.,,not found,Complete,20251130-051917,2025-12-01T11:18:33.186312Z,Correct
1068,1,,0.83,2025-12-01T11:43:11.987822Z,ventiveiq.com,"Evidence Items:
1. Evidence #1
  • page_url: https://privacyportal.privacypillar.com/dsar/form?orgid=0c31c814-ea86-461f-8ccb-294f05bc74c3&propid=cc95835d-7719-4336-b0c4-18146e5d000a&formid=4348f332-6917-4566-8c56-6fc9eb57097f&status=publish
  • evidence_type: ui_behavior
  • raw_snippet: If you have multiple e-mails / Mobile Identifiers, please submit the form multiple times to ensure complete opt-out.
  • observed_ui_text: The form explicitly instructs users to submit multiple separate requests for different identifiers.
  • action_taken: Opened the DSAR form and read the instruction text displayed near the top of the page.
  • dynamic_outcome: Users with multiple emails or MAIDs are told to repeat the process, multiplying steps to cover all data.",,Correct,../browser_history_output/ventiveiq.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-033821,2487,47.767,gpt-5,Adding Steps,,obstruction_few_shot_regulator_role_with_CoT,"Requiring separate submissions for each identifier increases the number of steps a user must take to exercise their rights fully, matching the 'Adding Steps' pattern.",,found,Complete,20251201-033821,2025-12-01T11:43:11.987844Z,Correct
1022,1,,0.9,2025-12-01T10:59:16.442143Z,veraset.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.veraset.com/legal/do-not-sell-request
  • evidence_type: ui_behavior
  • raw_snippet: Advertising ID
  • observed_ui_text: The form includes a required field labeled 'Advertising ID'.
  • action_taken: Scrolled to the form fields on the Do-Not-Sell Request page.
  • dynamic_outcome: DOM shows required=true for the Advertising ID input.

2. Evidence #2
  • page_url: https://www.veraset.com/legal/do-not-sell-request
  • evidence_type: policy_text
  • raw_snippet: Find your advertising ID
  • observed_ui_text: The page provides instructions 'Find your advertising ID' with OS-specific steps, implying users must locate a technical identifier.
  • action_taken: Reviewed the instructional section near the form.
  • dynamic_outcome: User is directed to retrieve device-level IDs from iOS/Android settings before proceeding.",,Correct,../browser_history_output/veraset.com/obstruction_regulator_role_few_shot_scenarios/gpt-5/20251130-001949,2510,26.22,gpt-5,Creating Barriers,,obstruction_regulator_role_few_shot_scenarios,"Requiring an Advertising ID to submit a privacy request imposes a device-level technical identifier that many users do not know and must retrieve via OS settings, creating unnecessary friction and barriers to exercising rights.",,found,Complete,20251130-001949,2025-12-01T10:59:16.442170Z,Correct
992,1,,0.6,2025-12-01T08:52:39.750240Z,stirista.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.stirista.com/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: We may in certain cases require that you verify any of the information that you submit, such as through a verified email response or another verified response.
  • observed_ui_text: Verification describes basic confirmation (e.g., verified email response) without demanding technical identifiers or sensitive uploads.
  • action_taken: Reviewed extracted policy text for identity verification requirements.
  • dynamic_outcome: No excessive or burdensome verification requirement observed for Right of Access.

2. Evidence #2
  • page_url: https://unsubscribe.stirista.com/
  • evidence_type: ui_behavior
  • raw_snippet: Residents of Colorado, Connecticut, Delaware, Indiana, Iowa, Kentucky, Maryland, Minnesota, Montana, Nebraska, Nevada, New Hampshire, New Jersey, Oregon, Rhode Island, Tennessee, Texas, Utah, Virginia have privacy rights under state-specific laws. If you are a resident of one of those states, you may use this webform...
  • observed_ui_text: This webform appears focused on deletion/opt-out for listed states and does not present a Right of Access flow for California.
  • action_taken: Inspected the unsubscribe portal sections and labels.
  • dynamic_outcome: No Right of Access form fields or relationship/request-type gates were shown.",,Correct,../browser_history_output/stirista.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-062714,2514,11.317,gpt-5,Creating Barriers,,obstruction_few_shot_regulator_role_with_CoT,"We did not observe an access webform imposing technical IDs or single-method limitations; policy verification mentions only standard email confirmation. Thus, creating barriers as defined were not evident for Right of Access.",,not found,Complete,20251201-062714,2025-12-01T08:52:39.750274Z,Correct
1038,1,,0.55,2025-12-01T11:17:35.949522Z,stirista.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.stirista.com/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: First, you may contact us directly at privacy@stirista.com to have your personal information removed... Or if you prefer, you can contact us directly by mail...
  • observed_ui_text: Policy lists contact methods but does not describe an access request process that requires multiple separate submissions for different identifiers.
  • action_taken: Searched policy text for instructions that split the Right of Access into multiple requests or identifiers.
  • dynamic_outcome: No access-related instruction requiring multiple submissions observed.",,Correct,../browser_history_output/stirista.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251201-062714,2515,15.579,gpt-5,Adding Steps,,obstruction_few_shot_regulator_role_with_CoT,"No Right of Access flow was found that forces multiple identifiers or separate submissions; observed multi-identifier instructions relate to opt-out/deletion, not access.",,not found,Complete,20251201-062714,2025-12-01T11:17:35.949545Z,Correct
1001,1,,0.85,2025-12-01T09:43:22.683454Z,uplead.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.uplead.com/opt-out/
  • evidence_type: ui_behavior
  • raw_snippet: Fields visible: Full Name (required); Contact Email (required); Email; Phone Number; Jurisdiction (required); Request Type (required); optional SMS consent; reCAPTCHA present. Button: ""Submit"".
  • observed_ui_text: Only standard fields are required; no request for technical identifiers or sensitive documents. reCAPTCHA is present but typical and non-intrusive.
  • action_taken: Inspected form fields and 'required' attributes in DOM and UI.
  • dynamic_outcome: Form displays necessary inputs without excessive verification or non-essential mandatory fields.

2. Evidence #2
  • page_url: https://www.uplead.com/privacy/#california-residents
  • evidence_type: policy_text
  • raw_snippet: ""California residents may make such request to us at support@uplead.com.""
  • observed_ui_text: Provides an alternative submission method (email) in addition to the webform.
  • action_taken: Reviewed the CA section text for submission channels.
  • dynamic_outcome: Two methods are available, avoiding a single-method constraint.",,Correct,../browser_history_output/uplead.com/obstruction_few_shot_regulator_role_with_CoT/gpt-5/20251130-231556,2530,14.86,gpt-5,Creating Barriers,,obstruction_few_shot_regulator_role_with_CoT,The site offers two methods (webform and email) and requires only basic identity fields; no evidence of excessive verification or gating requirements.,,not found,Complete,20251130-231556,2025-12-01T09:43:22.683480Z,Correct
1170,1,Evidence 1 & 2 is due to 'Continue with saved changes?' where i didn't clear the cookies. It is not website issue. ,0.9,2025-12-06T18:13:09.241026Z,sterling.ai,"Evidence Items:
1. Evidence #1
  • page_url: https://sterling.ai/do-not-sell/
  • evidence_type: ui_behavior
  • raw_snippet: Continue with saved changes?
You have saved changes on this form submission.
Don't show again for this form
Reset
Confirm
  • observed_ui_text: A modal overlay appears over the form, dimming the form and requiring user attention to 'Confirm' or close before interacting with fields.
  • action_taken: Attempted to click 'Confirm' and close buttons and scroll the iframe multiple times.
  • dynamic_outcome: The overlay persisted/reappeared, blocking interaction with underlying fields and visually drawing attention away from the form.

2. Evidence #2
  • page_url: https://sterling.ai/do-not-sell/
  • evidence_type: ui_behavior
  • raw_snippet: This website utilizes technologies such as cookies to enable essential site functionality, as well as for analytics, personalization, and targeted advertising.
Accept
Deny Non-Essential
  • observed_ui_text: Cookie banner appears and competes for attention near the top of the page when first loading, obscuring part of the UI until dismissed.
  • action_taken: Dismissed cookie banner via 'Deny Non-Essential'.
  • dynamic_outcome: Banner disappeared after denial, but initially diverted attention from the primary task.",,Incorrect,../browser_history_output/sterling.ai/interface_interference_baseline_zero_shot/gpt-5/20251201-035439,2545,218.136,gpt-5,Visual Prominence,,interface_interference_baseline_zero_shot,"Modal overlay and cookie banner place distracting UI elements in competition with the goal-oriented form elements, reducing salience of the privacy request process.",,found,Complete,20251201-035439,2025-12-06T18:13:09.241049Z,Incorrect
1494,1,,0.75,2026-01-05T09:12:01.198628Z,sterling.ai,"Evidence Items:
1. Evidence #1
  • page_url: https://sterling.ai/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: - ""How to Submit a Request. … the form listed on our Website at: https://sterling.ai/do-not-sell/.""
- ""For Shine the Light requests: “email at privacy@sterling.ai” and postal mail address provided above.""
  • observed_ui_text: Submission methods are explicitly stated in the policy, including form URL and email; the form is also prominently embedded on the Do Not Sell page.
  • action_taken: Reviewed extracted policy text and navigated to the linked page.
  • dynamic_outcome: Submission paths were discoverable via clearly labeled links.",,Incorrect,../browser_history_output/sterling.ai/interface_interference_baseline_zero_shot/gpt-5/20251201-035439,2548,2.797,gpt-5,Hidden Information,,interface_interference_baseline_zero_shot,Submission methods are disclosed in the policy and accessible via the Do Not Sell page; no evidence of relevant information being intentionally hidden.,,not found,,20251201-035439,2026-01-05T09:12:01.198648Z,Incorrect
1225,1,,0.82,2025-12-10T20:06:03.333509Z,sterling.ai,"Evidence Items:
1. Evidence #1
  • page_url: https://sterling.ai/do-not-sell/
  • evidence_type: ui_behavior
  • raw_snippet: Do Not Sell
  • observed_ui_text: The page heading says ""Do Not Sell"" but hosts a general ""Data Subject Request Form"" that includes a Request Type selector for multiple rights, not only opt-out.
  • action_taken: Opened the Do Not Sell page and viewed the embedded form.
  • dynamic_outcome: User expecting only an opt-out flow may not anticipate that this page also handles Right of Access requests.

2. Evidence #2
  • page_url: https://sterling.ai/do-not-sell/
  • evidence_type: ui_behavior
  • raw_snippet: Request Type
Please state which request type, you wish to exercise. For those who wish to exercise their Opt-out of Sale/Sharing right please select Do Not Sell or Share to Third Party.
  • observed_ui_text: Helper text implies multiple request types are supported within a page labeled for 'Do Not Sell'.
  • action_taken: Inspected helper text under Request Type.
  • dynamic_outcome: Potential mismatch between page title expectation and multi-purpose form behavior.",,Correct,../browser_history_output/sterling.ai/interface_interference_baseline_zero_shot/gpt-5/20251201-035439,2550,226.329,gpt-5,Feedforward Ambiguity,,interface_interference_baseline_zero_shot,"The page label suggests a specific outcome (opt-out of sale), but the embedded form supports multiple request types including access, creating a discrepancy between user expectation and actual function.",,found,,20251201-035439,2026-01-05T09:06:35.998468Z,Correct
1804,1,,0.74,2026-01-07T03:42:48.813863Z,vendelux.com,"Evidence Items:
1. Evidence #1
  • page_url: https://vendelux.com/privacy-center/
  • evidence_type: ui_behavior
  • raw_snippet: Privacy Center
Vendelux cares about your data and privacy.
Please fill out this form regarding your data.
  • observed_ui_text: No distracting elements competing for attention with the access request flow.
  • action_taken: Inspected the form area and surrounding UI.
  • dynamic_outcome: No popups, banners, or competing CTAs overshadowing the privacy request form.",,Correct,../browser_history_output/vendelux.com/interface_interference_baseline_zero_shot/gpt-5/20251201-004758,2559,3.461,gpt-5,Visual Prominence,,interface_interference_baseline_zero_shot,The page focuses on the form; no competing elements create distraction from the user’s privacy goal.,,not found,,20251201-004758,2026-01-07T03:42:48.813889Z,Correct
1798,1,,0.73,2026-01-07T03:40:07.933942Z,vendelux.com,"Evidence Items:
1. Evidence #1
  • page_url: https://vendelux.com/privacy-center/
  • evidence_type: ui_behavior
  • raw_snippet: Request Access to Professional Information
  • observed_ui_text: The option label implies a predictable outcome: initiating an access (Right to Know) request.
  • action_taken: Selected the 'Request Access to Professional Information' option in the dropdown.
  • dynamic_outcome: No unexpected navigation or unrelated prompts occurred.",,Incorrect,../browser_history_output/vendelux.com/interface_interference_baseline_zero_shot/gpt-5/20251201-004758,2564,3.887,gpt-5,Feedforward Ambiguity,,interface_interference_baseline_zero_shot,Labels and outcomes match user expectations for initiating an access request.,,not found,,20251201-004758,2026-01-07T03:40:07.933966Z,Incorrect
1475,1,,0.7,2026-01-05T08:47:01.612768Z,steppingblocks.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.steppingblocks.com/privacy-ccpa
  • evidence_type: policy_text
  • raw_snippet: “You may use this personal information request form to request access to your personal information.”
  • observed_ui_text: The link text appears inline and is not overshadowed by distracting calls-to-action related to other goals.
  • action_taken: Scrolled and read the section detailing rights and submission links.
  • dynamic_outcome: Normal link visibility; no competing distracting UI elements observed.",,Correct,../browser_history_output/steppingblocks.com/interface_interference_baseline_zero_shot/gpt-5/20251201-034216,2601,2.852,gpt-5,Visual Prominence,,interface_interference_baseline_zero_shot,No prominent distractions or visually dominant non-privacy elements interfere with finding or using the access link.,,not found,,20251201-034216,2026-01-05T08:47:01.612799Z,Correct
1172,1,"See step_9.png screenshot. The webform is only for opt out, so 'no Access/Right to Know option is visible on the portal'. I don't think it count as Visual Prominence",0.6,2025-12-06T18:18:52.586209Z,swoop.com,"Evidence Items:
1. Evidence #1
  • page_url: https://optout.swoop.com/pii.html
  • evidence_type: ui_behavior
  • raw_snippet: PII (Personally Identifiable Information) Opt Out
...
[Submit]
  • observed_ui_text: Large header and a bright blue “Submit” button for an opt-out flow, while no Access/Right to Know option is visible on the portal.
  • action_taken: Inspected the portal UI for access request options.
  • dynamic_outcome: The UI encourages completion of opt-out; no competing access option is present to fulfill the user’s Right to Know goal.",,Incorrect,../browser_history_output/swoop.com/interface_interference_baseline_zero_shot/gpt-5/20251201-044737,2622,123.872,gpt-5,Visual Prominence,,interface_interference_baseline_zero_shot,"The portal’s design highlights the opt-out flow, drawing attention away from the Right of Access goal, potentially distracting users from their intended action.",,found,Complete,20251201-044737,2025-12-06T18:18:52.586228Z,Incorrect
1572,1,,0.86,2026-01-06T02:41:55.173944Z,unacast.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.unacast.com/request-your-information
  • evidence_type: ui_behavior
  • raw_snippet: “Enter the required information and click ‘Submit’ to have us attempt to verify your identity in order to comply with your request.”
  • observed_ui_text: The outcome of clicking SUBMIT is explained (identity verification attempt).
  • action_taken: Read instructions adjacent to the form.
  • dynamic_outcome: Expected result of the action is consistent with the instructions.",,Correct,../browser_history_output/unacast.com/interface_interference_baseline_zero_shot/gpt-5/20251130-213122,2648,7.166,gpt-5,Feedforward Ambiguity,,interface_interference_baseline_zero_shot,The interface clearly states what SUBMIT will do; no discrepancy between instruction and resulting action was observed.,,not found,,20251130-213122,2026-01-06T02:41:55.174028Z,Correct
1431,1,,0.78,2026-01-05T08:01:55.600880Z,statara.com,"Evidence Items:
1. Evidence #1
  • page_url: https://statara.com/consumerdeletion/#gf_16
  • evidence_type: ui_behavior
  • raw_snippet: EXERCISING YOUR CONSUMER RIGHTS TO KNOW OR ACCESS, DELETE OR CORRECT ... While this online request is the easiest way to exercise these rights, requests also can be completed by phone at 1-888-207-8743.
  • observed_ui_text: The page contains the form and the phone number; no competing non-privacy elements attract disproportionate attention.
  • action_taken: Reviewed the form layout and surrounding text.
  • dynamic_outcome: No popups or distracting elements; standard two-step form.",,Correct,../browser_history_output/statara.com/interface_interference_baseline_zero_shot/gpt-5/20251201-031537,2685,2.786,gpt-5,Visual Prominence,,interface_interference_baseline_zero_shot,The interface focuses on the rights request workflow without distracting elements that compete with the user’s goal.,,not found,,20251201-031537,2026-01-05T08:01:55.600907Z,Correct
1666,1,,0.78,2026-01-06T08:31:08.973340Z,upscapital.com,"Evidence Items:
1. Evidence #1
  • page_url: https://privacyportal.onetrust.com/webform/cff9470e-ab7d-4e8a-8a45-14391b299f19/f3f16aeb-9070-4a81-816c-7b20e5ebd65a
  • evidence_type: ui_behavior
  • raw_snippet: None
  • observed_ui_text: After selecting Country=United States and State=California, the form reveals 'Request Type' including 'Right to Access', matching expectations.
  • action_taken: Selected United States, then California; observed dynamic field expansion.
  • dynamic_outcome: UI updates predictably and shows access-related options as expected.",,Correct,../browser_history_output/upscapital.com/interface_interference_zero_shot_regulator_role/gpt-5/20251203-001259,2816,7.983,gpt-5,Feedforward Ambiguity,,interface_interference_zero_shot_regulator_role,The actions (selecting jurisdiction) lead to predictable UI updates that align with user expectations for an access request.,,not found,,20251203-001259,2026-01-06T08:31:08.973363Z,Correct
1174,1,"{""text"":[""I don't think a 'Book a Meeting' CTA in header cause 'visual competition with the access task'."",""The “Book a Meeting” button is small, in the header, and does not visually overshadow the form.""]}",0.68,2025-12-06T19:10:57.174551Z,unacast.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.unacast.com/request-your-information
  • evidence_type: ui_behavior
  • raw_snippet: Book a Meeting
  • observed_ui_text: A bright, visually prominent ""Book a Meeting"" CTA in the global header competes for attention with the privacy access workflow.
  • action_taken: Observed the header on the Request Your Information page while evaluating the form.
  • dynamic_outcome: The CTA could distract users from the privacy access task by drawing attention away from the form.",,Incorrect,../browser_history_output/unacast.com/interface_interference_zero_shot_regulator_role/gpt-5/20251202-224631,2832,20.112,gpt-5,Visual Prominence,,interface_interference_zero_shot_regulator_role,"A highly prominent commercial CTA competes visually with the user's privacy-task goal (exercising Right of Access), potentially distracting from or delaying completion.",,found,Complete,20251202-224631,2025-12-06T19:29:49.054493Z,Incorrect
1190,1,"{""text"":[""Evidence 1 do not count. \nI'm not sure if Evidence 2 count or not. "",""Correct evidence: Privacy policy: please see our “CCPA PRIVACY NOTICE.”\\\"" (appears without a hyperlink in-view)""]}",0.73,2025-12-10T01:51:16.214408Z,stirista.com,"Evidence Items:
1. Evidence #1
  • page_url: https://unsubscribe.stirista.com/
  • evidence_type: ui_behavior
  • raw_snippet: None
  • observed_ui_text: The form does not explicitly mention 'Right to Know' or 'Right of Access'; the likely intake is under a generically titled 'Data Inquiry' section.
  • action_taken: Inspected all section headers and field labels after selecting United States and California.
  • dynamic_outcome: Users seeking CCPA access must infer that 'Data Inquiry' is the correct path.

2. Evidence #2
  • page_url: https://www.stirista.com/privacy-policy/
  • evidence_type: policy_text
  • raw_snippet: To review the “Addendum” we have created specifically to address disclosures required under the California Consumer Privacy Act, please see our “CCPA PRIVACY NOTICE.”
  • observed_ui_text: Access information is referenced via an addendum that requires additional navigation/scrolling within a long policy.
  • action_taken: Scrolled Privacy Policy to the CCPA reference.
  • dynamic_outcome: Users must locate a separate CCPA notice to see details.",,Incorrect,../browser_history_output/stirista.com/interface_interference_zero_shot_regulator_role/gpt-5/20251202-215331,2856,1061.809,gpt-5,Hidden Information,,interface_interference_zero_shot_regulator_role,"The access path is disguised under generic labeling ('Data Inquiry') and key CCPA details are split into a separate addendum, making access instructions less immediately visible.",,found,,20251202-215331,2026-01-05T09:33:58.610328Z,Correct
1646,1,,0.72,2026-01-06T08:16:12.555244Z,uplead.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.uplead.com/opt-out/
  • evidence_type: policy_text
  • raw_snippet: In accordance with data privacy laws, such as GDPR, CCPA, or others, you have the right to request and receive a detailed report of the personal data UpLead has collected about you by selecting the type of your request to “Request information” from the dropdown in the form.
  • observed_ui_text: The page explicitly states how to make a Right of Access request via the form.
  • action_taken: Reviewed the explanatory text on the opt-out page.
  • dynamic_outcome: Clear instruction on using the form for a detailed report (access) request.",,Correct,../browser_history_output/uplead.com/interface_interference_zero_shot_regulator_role/gpt-5/20251202-234425,2870,4.021,gpt-5,Hidden Information,,interface_interference_zero_shot_regulator_role,Instructions to use 'Request information' for access are presented in-line and not concealed; links to policy and related pages are visible in the footer.,,not found,,20251202-234425,2026-01-06T08:16:12.555274Z,Correct
1517,1,,0.86,2026-01-05T09:53:09.432700Z,stirista.com,"Evidence Items:
1. Evidence #1
  • page_url: https://webbula.com/ca-eu-data-request/
  • evidence_type: ui_behavior
  • raw_snippet: Hi!  Would you like to get started with a free email hygiene account and 100 free credits?
  • observed_ui_text: A floating chat/marketing widget remains fixed in the viewport (lower-right), overlapping the page while the user reads access instructions and fills the form, competing for attention with the Right to Access task.
  • action_taken: Scrolled and reviewed the Data Access Request page while observing persistent overlay iframes and the visible chat opener bubble.
  • dynamic_outcome: The widget continues to overlay and draw attention during the rights submission process, requiring dismissal or visual workarounds.",,Correct,../browser_history_output/stirista.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260104-051427,5141,16.099,gpt-5,Visual Prominence,,interface_interference_few_shot_regulator_role_with_CoT,"A persistent floating chat widget competes visually with the access request workflow, distracting from the user's primary task and matching the Visual Prominence pattern.",,found,,20260104-051427,2026-01-05T09:53:09.432726Z,Correct
1514,1,"{""text"":[""Correct evidence: Privacy policy: please see our “CCPA PRIVACY NOTICE.”\\\"" (appears without a hyperlink in-view)"",""Reason why lead to webbula:  \nIn privacy policy (https:\/\/www.stirista.com\/privacy-policy\/), 'Accessing the Personal Information We Have About You\n\nIndividuals from the EU, UK, Switzerland and certain states may have a right to “access” or “know” about the specific information we hold about you, such as to deliver our Services. If you would like to request access of your personal information, unsubscribe, or limit the use and disclosure of your personal data'. Where 'request access of your personal information' is hyperlink direct user to 'https:\/\/webbula.com\/ca-eu-data-request\/'. "",""And the rationale\/evidence is incorrect. \n'The webform link blends into surrounding text and does not stand out as the primary action to exercise rights.' -- wrong. The webform link is (1) highlight in red color (2) hyperlink""]}",0.63,2026-01-05T09:34:13.358459Z,stirista.com,"Evidence Items:
1. Evidence #1
  • page_url: https://webbula.com/ca-eu-data-request/
  • evidence_type: policy_text
  • raw_snippet: If you would like to request access of your personal information, you may do so by contacting us at 888-993-2285 ext 4 or you may complete this form on this page.
  • observed_ui_text: The actionable webform pathway is presented as a low-salience inline text link ('this form on this page') within dense paragraph text rather than a distinct button, reducing discoverability for the primary action to exercise access rights.
  • action_taken: Reviewed the introductory paragraphs above the form and identified the inline hyperlink within normal-weight body text.
  • dynamic_outcome: The webform link blends into surrounding text and does not stand out as the primary action to exercise rights.",,Incorrect,../browser_history_output/stirista.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260104-051427,5144,505.754,gpt-5,Hidden Information,,interface_interference_few_shot_regulator_role_with_CoT,"The webform pathway is provided as an inline text link with minimal visual emphasis, making the key action less discoverable and fitting the Hidden Information pattern.",,found,,20260104-051427,2026-01-05T09:42:29.478849Z,Correct
1365,1,,0.8,2026-01-05T04:05:34.836275Z,spyfly.com,"Evidence Items:
1. Evidence #1
  • page_url: https://www.spyfly.com/help-center/privacy-requests
  • evidence_type: ui_behavior
  • raw_snippet: Help Center > Privacy Requests; form fields and 'Continue' button; FAQ below.
  • observed_ui_text: No floating overlays or promotional elements competed with the form; elements are standard and non-obstructive.
  • action_taken: Scrolled and inspected the page for overlays or attention-grabbing widgets.
  • dynamic_outcome: No distracting widgets overlapped or dominated the request UI.",,Correct,../browser_history_output/spyfly.com/interface_interference_few_shot_regulator_role_with_CoT/gpt-5/20260104-032504,5169,10.63,gpt-5,Visual Prominence,,interface_interference_few_shot_regulator_role_with_CoT,No elements visually competed with the Right of Access process.,,not found,,20260104-032504,2026-01-05T04:05:34.836306Z,Correct
